factor_id,version,market,layer,status,family,indicator,mechanism,horizon,horizon_bucket,complexity,exactness,formula_canonical,explanation,fields,operators,warning,formula_original,formula_latest,migration_changes,formula_changed,operators_latest,fields_latest,uses_extended_operators,uses_research_operators,unknown_operators,wrong_market_fields,latest_readiness,latest_tier,duplicate_of,pandas_smoke_status,pandas_48bar_notna,pandas_48bar_all_nan,pandas_820bar_recheck,validation_note,availability_tier,source_library,v8_audit_status,v8_runtime_status,v8_tail_finite_ratio,v8_tail_unique,direction_hint,removal_reasons,exhaustive_runtime_audit
pv_v7_native_us_03264,V7_NATIVE,US,extended,research_ready,distribution_tail,max_drawdown_rank,Trailing maximum drawdown over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_max_drawdown(close, 3, 3))",Trailing maximum drawdown over 3 sessions.,close,"rank,ts_max_drawdown",,"rank(ts_max_drawdown(close, 3, 3))","rank(ts_max_drawdown(close, 3, 3))",,False,"rank,ts_max_drawdown",close,ts_max_drawdown,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03265,V7_NATIVE,US,extended,research_ready,distribution_tail,max_drawdown_zscore,Trailing maximum drawdown over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_max_drawdown(close, 3, 3))",Trailing maximum drawdown over 3 sessions.,close,"ts_max_drawdown,zscore",,"zscore(ts_max_drawdown(close, 3, 3))","zscore(ts_max_drawdown(close, 3, 3))",,False,"ts_max_drawdown,zscore",close,ts_max_drawdown,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03266,V7_NATIVE,US,extended,research_ready,distribution_tail,max_drawdown_mad_zscore,Trailing maximum drawdown over 3 sessions.,3,ultra_short,composite,exact_composite,"cs_mad_zscore(ts_max_drawdown(close, 3, 3))",Trailing maximum drawdown over 3 sessions.,close,"cs_mad_zscore,ts_max_drawdown",,"cs_mad_zscore(ts_max_drawdown(close, 3, 3))","cs_mad_zscore(ts_max_drawdown(close, 3, 3))",,False,"cs_mad_zscore,ts_max_drawdown",close,ts_max_drawdown,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03275,V7_NATIVE,US,extended,research_ready,distribution_tail,lower_tail_mean_raw,Average lower-tail return over 3 sessions.,3,ultra_short,moderate,exact_composite,"ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3)",Average lower-tail return over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_tail_mean",,"ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3)","ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3)",,False,"coalesce,safe_div_null,subtract,ts_tail_mean","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03276,V7_NATIVE,US,extended,research_ready,distribution_tail,lower_tail_mean_rank,Average lower-tail return over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))",Average lower-tail return over 3 sessions.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_tail_mean",,"rank(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))","rank(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))",,False,"coalesce,rank,safe_div_null,subtract,ts_tail_mean","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03277,V7_NATIVE,US,extended,research_ready,distribution_tail,lower_tail_mean_zscore,Average lower-tail return over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))",Average lower-tail return over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_tail_mean,zscore",,"zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))","zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))",,False,"coalesce,safe_div_null,subtract,ts_tail_mean,zscore","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03278,V7_NATIVE,US,extended,research_ready,distribution_tail,lower_tail_mean_mad_zscore,Average lower-tail return over 3 sessions.,3,ultra_short,composite,exact_composite,"cs_mad_zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))",Average lower-tail return over 3 sessions.,"close,pre_close,ret","coalesce,cs_mad_zscore,safe_div_null,subtract,ts_tail_mean",,"cs_mad_zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))","cs_mad_zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'lower', 3))",,False,"coalesce,cs_mad_zscore,safe_div_null,subtract,ts_tail_mean","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03279,V7_NATIVE,US,extended,research_ready,distribution_tail,upper_tail_mean_raw,Average upper-tail return over 3 sessions.,3,ultra_short,moderate,exact_composite,"ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3)",Average upper-tail return over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_tail_mean",,"ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3)","ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3)",,False,"coalesce,safe_div_null,subtract,ts_tail_mean","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03280,V7_NATIVE,US,extended,research_ready,distribution_tail,upper_tail_mean_rank,Average upper-tail return over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))",Average upper-tail return over 3 sessions.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_tail_mean",,"rank(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))","rank(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))",,False,"coalesce,rank,safe_div_null,subtract,ts_tail_mean","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03281,V7_NATIVE,US,extended,research_ready,distribution_tail,upper_tail_mean_zscore,Average upper-tail return over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))",Average upper-tail return over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_tail_mean,zscore",,"zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))","zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))",,False,"coalesce,safe_div_null,subtract,ts_tail_mean,zscore","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03282,V7_NATIVE,US,extended,research_ready,distribution_tail,upper_tail_mean_mad_zscore,Average upper-tail return over 3 sessions.,3,ultra_short,composite,exact_composite,"cs_mad_zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))",Average upper-tail return over 3 sessions.,"close,pre_close,ret","coalesce,cs_mad_zscore,safe_div_null,subtract,ts_tail_mean",,"cs_mad_zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))","cs_mad_zscore(ts_tail_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 0.2, 'upper', 3))",,False,"coalesce,cs_mad_zscore,safe_div_null,subtract,ts_tail_mean","close,pre_close,ret",ts_tail_mean,,,,research_candidate,factorengine_native_generator,,pass,1032,False,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03283,V7_NATIVE,US,extended,research_ready,distribution_tail,topk_return_mean_raw,Extreme-observation statistic over 3 sessions.,3,ultra_short,moderate,exact_composite,"ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_topk_mean",,"ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)","ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",,False,"coalesce,safe_div_null,subtract,ts_topk_mean","close,pre_close,ret",ts_topk_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03284,V7_NATIVE,US,extended,research_ready,distribution_tail,topk_return_mean_rank,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_topk_mean",,"rank(ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","rank(ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,rank,safe_div_null,subtract,ts_topk_mean","close,pre_close,ret",ts_topk_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03285,V7_NATIVE,US,extended,research_ready,distribution_tail,topk_return_mean_zscore,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_topk_mean,zscore",,"zscore(ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","zscore(ts_topk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,safe_div_null,subtract,ts_topk_mean,zscore","close,pre_close,ret",ts_topk_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03286,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_mean_raw,Extreme-observation statistic over 3 sessions.,3,ultra_short,moderate,exact_composite,"ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_bottomk_mean",,"ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)","ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",,False,"coalesce,safe_div_null,subtract,ts_bottomk_mean","close,pre_close,ret",ts_bottomk_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03287,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_mean_rank,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_bottomk_mean",,"rank(ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","rank(ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,rank,safe_div_null,subtract,ts_bottomk_mean","close,pre_close,ret",ts_bottomk_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03288,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_mean_zscore,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_bottomk_mean,zscore",,"zscore(ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","zscore(ts_bottomk_mean(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,safe_div_null,subtract,ts_bottomk_mean,zscore","close,pre_close,ret",ts_bottomk_mean,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03289,V7_NATIVE,US,extended,research_ready,distribution_tail,topk_return_std_raw,Extreme-observation statistic over 3 sessions.,3,ultra_short,moderate,exact_composite,"ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_topk_std",,"ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)","ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",,False,"coalesce,safe_div_null,subtract,ts_topk_std","close,pre_close,ret",ts_topk_std,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03290,V7_NATIVE,US,extended,research_ready,distribution_tail,topk_return_std_rank,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_topk_std",,"rank(ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","rank(ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,rank,safe_div_null,subtract,ts_topk_std","close,pre_close,ret",ts_topk_std,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03291,V7_NATIVE,US,extended,research_ready,distribution_tail,topk_return_std_zscore,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_topk_std,zscore",,"zscore(ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","zscore(ts_topk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,safe_div_null,subtract,ts_topk_std,zscore","close,pre_close,ret",ts_topk_std,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03292,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_std_raw,Extreme-observation statistic over 3 sessions.,3,ultra_short,moderate,exact_composite,"ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_bottomk_std",,"ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)","ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",,False,"coalesce,safe_div_null,subtract,ts_bottomk_std","close,pre_close,ret",ts_bottomk_std,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03293,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_std_rank,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_bottomk_std",,"rank(ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","rank(ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,rank,safe_div_null,subtract,ts_bottomk_std","close,pre_close,ret",ts_bottomk_std,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03294,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_std_zscore,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_bottomk_std,zscore",,"zscore(ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","zscore(ts_bottomk_std(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,safe_div_null,subtract,ts_bottomk_std,zscore","close,pre_close,ret",ts_bottomk_std,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03298,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_sum_raw,Extreme-observation statistic over 3 sessions.,3,ultra_short,moderate,exact_composite,"ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_bottomk_sum",,"ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)","ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2)",,False,"coalesce,safe_div_null,subtract,ts_bottomk_sum","close,pre_close,ret",ts_bottomk_sum,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03299,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_sum_rank,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"rank(ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_bottomk_sum",,"rank(ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","rank(ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,rank,safe_div_null,subtract,ts_bottomk_sum","close,pre_close,ret",ts_bottomk_sum,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03300,V7_NATIVE,US,extended,research_ready,distribution_tail,bottomk_return_sum_zscore,Extreme-observation statistic over 3 sessions.,3,ultra_short,composite,exact_composite,"zscore(ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",Extreme-observation statistic over 3 sessions.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_bottomk_sum,zscore",,"zscore(ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))","zscore(ts_bottomk_sum(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 2))",,False,"coalesce,safe_div_null,subtract,ts_bottomk_sum,zscore","close,pre_close,ret",ts_bottomk_sum,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03301,V7_NATIVE,US,extended,research_ready,distribution_tail,nth_largest_return_raw,The 2-th largest return in a 3-day window.,3,ultra_short,moderate,exact_composite,"ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2)",The 2-th largest return in a 3-day window.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_nth_value",,"ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2)","ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2)",,False,"coalesce,safe_div_null,subtract,ts_nth_value","close,pre_close,ret",ts_nth_value,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03302,V7_NATIVE,US,extended,research_ready,distribution_tail,nth_largest_return_rank,The 2-th largest return in a 3-day window.,3,ultra_short,composite,exact_composite,"rank(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2))",The 2-th largest return in a 3-day window.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_nth_value",,"rank(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2))","rank(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2))",,False,"coalesce,rank,safe_div_null,subtract,ts_nth_value","close,pre_close,ret",ts_nth_value,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03303,V7_NATIVE,US,extended,research_ready,distribution_tail,nth_largest_return_zscore,The 2-th largest return in a 3-day window.,3,ultra_short,composite,exact_composite,"zscore(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2))",The 2-th largest return in a 3-day window.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_nth_value,zscore",,"zscore(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2))","zscore(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'largest', 2))",,False,"coalesce,safe_div_null,subtract,ts_nth_value,zscore","close,pre_close,ret",ts_nth_value,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03304,V7_NATIVE,US,extended,research_ready,distribution_tail,nth_smallest_return_raw,The 2-th smallest return in a 3-day window.,3,ultra_short,moderate,exact_composite,"ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2)",The 2-th smallest return in a 3-day window.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_nth_value",,"ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2)","ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2)",,False,"coalesce,safe_div_null,subtract,ts_nth_value","close,pre_close,ret",ts_nth_value,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03305,V7_NATIVE,US,extended,research_ready,distribution_tail,nth_smallest_return_rank,The 2-th smallest return in a 3-day window.,3,ultra_short,composite,exact_composite,"rank(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2))",The 2-th smallest return in a 3-day window.,"close,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_nth_value",,"rank(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2))","rank(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2))",,False,"coalesce,rank,safe_div_null,subtract,ts_nth_value","close,pre_close,ret",ts_nth_value,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_03306,V7_NATIVE,US,extended,research_ready,distribution_tail,nth_smallest_return_zscore,The 2-th smallest return in a 3-day window.,3,ultra_short,composite,exact_composite,"zscore(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2))",The 2-th smallest return in a 3-day window.,"close,pre_close,ret","coalesce,safe_div_null,subtract,ts_nth_value,zscore",,"zscore(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2))","zscore(ts_nth_value(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), 3, 2, 'smallest', 2))",,False,"coalesce,safe_div_null,subtract,ts_nth_value,zscore","close,pre_close,ret",ts_nth_value,,,,research_candidate,factorengine_native_generator,,pass,1036,False,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
