canonical,category,module,source,direct_status,backends,input_units,input_grain,output_unit,final_status,blocker,math_issue,input_issue,unit_issue,grain_issue,revision_issue,pit_issue,same_day_issue,period_issue,missing_issue,parameter_issue,backend_issue,incremental_issue,cross_market_issue,input_semantic_unknown,severity
pattern_rising_channel,chart_pattern,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
pattern_rising_wedge,chart_pattern,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
pattern_rounding_bottom,chart_pattern,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
pattern_rounding_top,chart_pattern,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
pattern_sym_triangle,chart_pattern,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
pattern_triple_bottom,chart_pattern,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
pattern_triple_top,chart_pattern,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
period_average,fundamental_period,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
period_cagr,fundamental_period,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
period_change,fundamental_period,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
period_lag,fundamental_period,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
period_stability,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
piotroski_f_score,fundamental_period,,,experimental,pandas_numpy;polars,"{'roa': 'rate', 'ocf': 'rate', 'net_profit': 'rate', 'leverage': 'rate', 'current_ratio': 'rate', 'total_capital': 'stock', 'gross_margin': 'rate', 'asset_turnover': 'rate', 'period_id': 'fiscal_period'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
piotroski_f_score_tolerant,fundamental_period,,,experimental,pandas_numpy;polars,"{'roa': 'rate', 'ocf': 'rate', 'net_profit': 'rate', 'leverage': 'rate', 'current_ratio': 'rate', 'total_capital': 'stock', 'gross_margin': 'rate', 'asset_turnover': 'rate', 'period_id': 'fiscal_period'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
piotroski_observed_count,fundamental_period,,,experimental,pandas_numpy;polars,"{'roa': 'rate', 'ocf': 'rate', 'net_profit': 'rate', 'leverage': 'rate', 'current_ratio': 'rate', 'total_capital': 'stock', 'gross_margin': 'rate', 'asset_turnover': 'rate', 'period_id': 'fiscal_period'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
piotroski_partial_score,fundamental_period,,,experimental,pandas_numpy;polars,"{'roa': 'rate', 'ocf': 'rate', 'net_profit': 'rate', 'leverage': 'rate', 'current_ratio': 'rate', 'total_capital': 'stock', 'gross_margin': 'rate', 'asset_turnover': 'rate', 'period_id': 'fiscal_period'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
positive_event_age,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
positive_event_rate,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
power,math,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
price_impact,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
price_spread_deviation,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
price_turnover_divergence,price_volume_extension,,,experimental,pandas_numpy;polars;sql,{'turnover': 'non_negative_volume'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
price_volume_divergence,price_volume_extension,,,experimental,pandas_numpy;polars;sql,{'volume': 'non_negative_volume'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
protected_div,,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
psar_days_since_flip,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
psar_direction,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
psar_distance_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
psar_flip,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
quarter_from_cumulative,fundamental_period,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
range_volatility,ohlc_volatility,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
rank,cross_sectional,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
rank_corr,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
real_turnover_rate,intraday_microstructure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
reg_forecast_error_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
reg_r2_trailing,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
reg_residual_zscore,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
reg_slope_tstat,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_category_share,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_category_signed_contribution,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_concentration_acceleration,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_diffusion_score,tail_systemic,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_distinct_count,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_distribution_excess_kurtosis,relation,,,experimental,pandas_numpy;polars,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_distribution_pearson_kurtosis,relation,,,experimental,pandas_numpy;polars,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_distribution_skew,relation,,,experimental,pandas_numpy;polars,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_entropy,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_entropy_change,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_entry_count,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_exit_count,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_hhi,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_hhi_change,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_jaccard,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_overlap_ratio,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_peer_weighted_mean_ex_self,relation,,,experimental,pandas_numpy;polars,,,same_as:value,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_rank_entity_mobility,relation,,,experimental,pandas_numpy;polars,,,same_as:share,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_rank_mobility,relation,,,experimental,pandas_numpy;polars,,,rank,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_rank_weighted_sum,relation,,,experimental,pandas_numpy;polars,,,same_as:value,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_share_mobility,relation,,,experimental,pandas_numpy;polars,,,same_as:share,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_topk_concentration,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_topk_sum,relation,,,experimental,pandas_numpy;polars,,,same_as:value,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_weighted_change,relation,,,experimental,pandas_numpy;polars,,,unit(value)*unit(weight),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relation_weighted_std_ex_self,group_neutralization,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relative_strength_group_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
relative_volume,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
report_benford_js_divergence,information_theory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
report_change_breadth,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
report_change_coherence,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
report_filing_delay_surprise,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
report_revision_magnitude,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
report_rolling_mean,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
report_yoy_lag,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
residual_momentum_capm,price_volume,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
return_per_turnover,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
return_turnover_beta,price_volume_extension,,,experimental,pandas_numpy;polars;sql,{'turnover': 'non_negative_volume'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
return_volume_beta,price_volume_extension,,,experimental,pandas_numpy;polars;sql,{'volume': 'non_negative_volume'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
return_volume_corr,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
revision_delta,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
rogers_satchell_vol,ohlc_volatility,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
roll_spread_proxy,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
rolling_adl_flow,price_volume_extension,,,experimental,pandas_numpy;polars,{'volume': 'non_negative_volume'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
rolling_beta_to_market,price_volume,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
rolling_obv,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
rolling_pvt,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
rolling_vwap,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
round,math,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
row_sum_skipna,elementwise,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
safe_div_null,elementwise,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
saturate,signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
scale,cross_sectional,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sec,,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
senkou_span_causal_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
session_event_recovery_score,intraday_microstructure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sigmoid,elementwise_math,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sign,math,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
signed_dollar_volume,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
signed_event_decay,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
signed_event_rate,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
signed_log,signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
signed_power,signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
signed_sqrt,elementwise_math,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
signed_volume,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
signed_volume_imbalance,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sin,math,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sin_phase,math,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sinh,,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
size_neutralize,group_neutralization,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sma_distance_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
spectral_energy_ratio,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
spectral_trend_share,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sqrt,math,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
sqrt_abs,math,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
square,math,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sr_distance_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
sr_touch_count,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_adaptive_deadband,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_adaptive_slew_limit,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_age,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_confidence_weighted_ema,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_cost_aware_deadband,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_cost_aware_slew,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_deadband,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_dwell_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_age,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_age_capped,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_age_lower_bound,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_censored_flag,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_efficiency,state_episode_excursion,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_excursion_balance,state_episode_excursion,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_mae,state_episode_excursion,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_mfe,state_episode_excursion,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_episode_retrace_ratio,state_episode_excursion,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_ewm_if,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_flip_age,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_flip_density,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_hold,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_l1_turnover_prox,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_l2_partial_adjustment,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_latch,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_persistence,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_quantile_hysteresis,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_rank_deadband,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_since_count,time_series_state,,,experimental,pandas_numpy;polars,,,count,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_since_last,time_series_state,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_since_mean,time_series_state,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_since_sum,time_series_state,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_since_trend_tstat,time_series_regression,,,experimental,pandas_numpy;polars,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_slew_limit,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_transition_count,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_transition_rate,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
state_transition_surprise,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
