file,line,pattern,hazard_class,context
cleaned_operators/intraday_vol_ext.py,153,"np.log",DOMAIN,"         pts.append((float(np.log(s)), float(np.log(rv))))     if len(pts) < 3:         return np.nan    "
cleaned_operators/intrinsic_dimension.py,142,"np.log",DOMAIN,"    t_j_v = t_j[valid]     log_term = np.sum(np.log(t_k_v[:, None] / t_j_v), axis=1)     dims = (k - 1) /"
cleaned_operators/layer_governance.py,90,"ffill",STATE_HISTORY,"     "causal_linear_extrapolate", "dropna", "ffill", "fillna", "interpolate",     "ifnan", "log_fill_inva"
cleaned_operators/layer_primitives.py,75,"astype(float)",UNKNOWN_TO_ZERO,"ply(lambda col: col.map(_period_ordinal_one)).astype(float)   def _period_lag(x: pd.DataFrame, period_id:"
cleaned_operators/layer_primitives.py,108,"np.log",DOMAIN,"where(previous.abs() > EPS)         result = np.log(ratio.where(ratio > 0))     else:         raise Value"
cleaned_operators/layer_primitives.py,213,"ffill",STATE_HISTORY,"int(max_periods, "max_periods")     return x.ffill(limit=limit)   def pl_ffill_limit(x, max_periods, **_)"
cleaned_operators/layer_primitives.py,274,"astype(float)",UNKNOWN_TO_ZERO,"numpy()     out = _rank_gaussian_array(values.astype(float), str(method).lower())     return pl_base_with"
cleaned_operators/local_lyapunov.py,112,"np.argmin",TIE_POLICY,"    d0[theiler] = np.inf             j = int(np.argmin(d0))             if not np.isfinite(d0[j]) or d0[j"
cleaned_operators/local_lyapunov.py,121,"np.log",DOMAIN,"- Z[j + k]) ** 2)))                 div[k] = np.log(dk + _EPS) - np.log(d0j + _EPS)             logs.appe"
cleaned_operators/local_lyapunov.py,121,"np.log",DOMAIN,"                div[k] = np.log(dk + _EPS) - np.log(d0j + _EPS)             logs.append(div)             "
cleaned_operators/marked_event.py,243,"astype(float)",UNKNOWN_TO_ZERO,"r = marks[1:]     intervals = (ends - starts).astype(float)     ok = np.isfinite(intervals) & np.isfinite"
cleaned_operators/marked_event.py,321,"searchsorted",NEEDS_MANUAL_REVIEW,"r - w + 1)                 start_pos = int(np.searchsorted(all_idx, lo, side="left"))                 end"
cleaned_operators/marked_event.py,322,"searchsorted",NEEDS_MANUAL_REVIEW,"ide="left"))                 end_pos = int(np.searchsorted(all_idx, r + 1, side="left"))                 "
cleaned_operators/markov_dynamics.py,54,"np.log",DOMAIN,"import frame_like  _EPS = 1e-12 _LN2 = float(np.log(2.0))  # R11 round-2 P0: ``min_count`` / ``min_period"
cleaned_operators/markov_dynamics.py,174,"np.argmin",TIE_POLICY,"e(evals)):         return None     idx = int(np.argmin(np.abs(evals - 1.0)))     pi = np.real_if_close(ev"
cleaned_operators/markov_dynamics.py,178,"astype(float)",UNKNOWN_TO_ZERO,"mplexobj(pi):         return None     pi = pi.astype(float)     if not np.all(np.isfinite(pi)):         r"
cleaned_operators/markov_dynamics.py,220,"searchsorted",NEEDS_MANUAL_REVIEW,"ro for continuous data).     out = np.clip(np.searchsorted(edges, values, side="left") - 1, 0, len(edges)"
cleaned_operators/markov_dynamics.py,301,"astype(float)",UNKNOWN_TO_ZERO,"count(states_past[valid_states], minlength=B).astype(float)         total = float(int(valid_states.sum())"
cleaned_operators/markov_dynamics.py,496,"np.log",DOMAIN,"[0]     out = np.full(n, np.nan)     log_b = np.log(max(2, int(bins)))     for t in range(n):         k ="
cleaned_operators/markov_dynamics.py,523,"np.log",DOMAIN,"ow = row / s         h = -float(np.sum(row * np.log(row)))         out[t] = float(h / log_b)     return o"
cleaned_operators/markov_dynamics.py,595,"np.log",DOMAIN,"(p) and p > 0.0:             out[t] = float(-np.log(p))     return out   @register_operator(     name="ts"
cleaned_operators/markov_dynamics.py,675,"np.log",DOMAIN," continue                 sigma += flux_ij * np.log(flux_ij / flux_ji)         out[t] = float(sigma)     "
cleaned_operators/markov_dynamics.py,833,"np.log",DOMAIN,"        continue                 ais += p * (np.log(p) - np.log(p_s[s]) - np.log(p_h[h]))         out[t] "
cleaned_operators/markov_dynamics.py,833,"np.log",DOMAIN,"inue                 ais += p * (np.log(p) - np.log(p_s[s]) - np.log(p_h[h]))         out[t] = float(max("
cleaned_operators/markov_dynamics.py,833,"np.log",DOMAIN,"    ais += p * (np.log(p) - np.log(p_s[s]) - np.log(p_h[h]))         out[t] = float(max(ais, 0.0))     re"
cleaned_operators/markov_dynamics.py,1108,"np.argsort",TIE_POLICY,"nue         mag = np.abs(ev)         order = np.argsort(mag)[::-1]         second = float(mag[order[1]]) "
cleaned_operators/markov_dynamics.py,1176,"np.log",DOMAIN,"    p = float(pi[k])         out[t] = float(-np.log(p + _EPS))     return out   @register_operator(     n"
cleaned_operators/markov_dynamics.py,1406,"np.diff",GAP_COMPRESSION," if B < 3:             continue         dx = np.diff(c)         U = np.zeros(B)         for m in range(1,"
cleaned_operators/math_certificate.py,1189,"np.diff",GAP_COMPRESSION,"(i + 1)     # 大跳变（event transition）     dx = np.diff(np.where(np.isfinite(x), x, np.nan))     if dx.size:"
cleaned_operators/microstructure/flow_impact.py,277,"index.normalize",TIME_CLOCK,"s(np.arange(len(idx)), index=idx).groupby(idx.normalize()):                 positions = np.asarray(group_"
cleaned_operators/microstructure/flow_impact.py,334,"astype(float)",UNKNOWN_TO_ZERO,"finite(q_vals)             r = r_vals[finite].astype(float)             q = q_vals[finite].astype(float) "
cleaned_operators/microstructure/flow_impact.py,335,"astype(float)",UNKNOWN_TO_ZERO,".astype(float)             q = q_vals[finite].astype(float)             if r.size < mp:                 r"
cleaned_operators/microstructure/flow_impact.py,392,"astype(float)",UNKNOWN_TO_ZERO,"finite(q_vals)             r = r_vals[finite].astype(float)             q = q_vals[finite].astype(float) "
cleaned_operators/microstructure/flow_impact.py,393,"astype(float)",UNKNOWN_TO_ZERO,".astype(float)             q = q_vals[finite].astype(float)             if r.size < max(mp, side_min):   "
cleaned_operators/microstructure/flow_impact.py,445,"index.normalize",TIME_CLOCK,"      for day, group in col.groupby(col.index.normalize()):                 vals = np.asarray(group, dtyp"
cleaned_operators/microstructure/flow_impact.py,505,"index.normalize",TIME_CLOCK,"s(np.arange(len(idx)), index=idx).groupby(idx.normalize()):                 positions = np.asarray(group_"
cleaned_operators/microstructure/intraday_agg.py,55,"np.diff",GAP_COMPRESSION," denominator (P0-43/45).     """     diffs = np.diff(mods)     diffs = diffs[diffs > 0]     if diffs.size"
cleaned_operators/microstructure/intraday_agg.py,60,"np.argmax",TIE_POLICY," return_counts=True)     return int(vals[int(np.argmax(counts))])   def _expected_slots(official_minutes:"
cleaned_operators/microstructure/intraday_agg.py,109,"np.log",DOMAIN,"e", invalid="ignore"):             out[1:] = np.log(vals[1:] / vals[:-1])             out[1:][(vals[1:] <"
cleaned_operators/microstructure/intraday_agg.py,121,"index.normalize",TIME_CLOCK,"      for day, group in col.groupby(col.index.normalize()):             vals = np.asarray(group, dtype=fl"
cleaned_operators/microstructure/intraday_agg.py,160,"dropna",GAP_COMPRESSION," = pd.concat([a, b], axis=1, keys=["a", "b"]).dropna(subset=["a", "b"])         joined["day"] = joined.in"
cleaned_operators/microstructure/intraday_agg.py,161,"index.normalize",TIME_CLOCK,"", "b"])         joined["day"] = joined.index.normalize()         per_day: dict[pd.Timestamp, float] = {}"
cleaned_operators/microstructure/intraday_agg.py,191,"dropna",GAP_COMPRESSION,"nst]], axis=1, keys=["a", "b", "c"]         ).dropna(subset=["a"])         joined["day"] = joined.index.n"
cleaned_operators/microstructure/intraday_agg.py,192,"index.normalize",TIME_CLOCK,"t=["a"])         joined["day"] = joined.index.normalize()         per_day: dict[pd.Timestamp, float] = {}"
cleaned_operators/microstructure/intraday_agg.py,267,"np.nansum",MISSING_TOPOLOGY," = _seg_mask(times, segment)     seg = float(np.nansum(vals[mask]))     return seg / total if total > _EP"
cleaned_operators/microstructure/intraday_agg.py,286,"np.nansum",MISSING_TOPOLOGY,"     def fn(v, t):             total = float(np.nansum(v))             return _seg_volume_share(v, t, seg"
cleaned_operators/microstructure/intraday_agg.py,306,"np.nansum",MISSING_TOPOLOGY,"     def fn(v, t):             total = float(np.nansum(v))             return _seg_volume_share(v, t, seg"
cleaned_operators/microstructure/intraday_agg.py,314,"np.nansum",MISSING_TOPOLOGY,"imes, segment)     c = close_v[mask]     a = np.nansum(amt_v[mask])     v = np.nansum(vol_v[mask])     if"
cleaned_operators/microstructure/intraday_agg.py,315,"np.nansum",MISSING_TOPOLOGY,"mask]     a = np.nansum(amt_v[mask])     v = np.nansum(vol_v[mask])     if len(c) < 1 or v <= _EPS or not"
cleaned_operators/microstructure/intraday_agg.py,341,"dropna",GAP_COMPRESSION,"t], vol[inst]], axis=1, keys=["c", "a", "v"]).dropna(subset=["c"])             joined["day"] = joined.ind"
cleaned_operators/microstructure/intraday_agg.py,342,"index.normalize",TIME_CLOCK,"c"])             joined["day"] = joined.index.normalize()             per_day = {}             for day, g"
cleaned_operators/microstructure/intraday_agg.py,390,"np.nansum",MISSING_TOPOLOGY,"nore"):         return float(math.sqrt(float(np.nansum(r * r))))   @register_operator(     name="intra_se"
cleaned_operators/microstructure/intraday_agg.py,423,"np.nansum",MISSING_TOPOLOGY,"tate(invalid="ignore"):         return float(np.nansum(r * r))   @register_operator(     name="intra_real"
cleaned_operators/microstructure/intraday_agg.py,459,"np.nansum",MISSING_TOPOLOGY,"tate(invalid="ignore"):         return float(np.nansum(r * r))   @register_operator(     name="intra_real"
cleaned_operators/microstructure/intraday_agg.py,495,"np.nansum",MISSING_TOPOLOGY,"re"):         return float((math.pi / 2.0) * np.nansum(np.abs(r[1:]) * np.abs(r[:-1])))   @register_opera"
cleaned_operators/microstructure/intraday_agg.py,553,"np.diff",GAP_COMPRESSION,"fficiency).     length = float(np.sum(np.abs(np.diff(pts))))     if length <= _EPS:         return 0.0   "
cleaned_operators/microstructure/intraday_agg.py,581,"np.argmax",TIE_POLICY,"sk]     target = np.argmin(vals) if low else np.argmax(vals)     # Normalise by the *observed session gri"
cleaned_operators/microstructure/intraday_agg.py,581,"np.argmin",TIE_POLICY,"     vals = high_v[finite_mask]     target = np.argmin(vals) if low else np.argmax(vals)     # Normalise "
cleaned_operators/microstructure/intraday_agg.py,671,"dropna",GAP_COMPRESSION,"t], vol[inst]], axis=1, keys=["c", "a", "v"]).dropna(subset=["c"])             joined["day"] = joined.ind"
cleaned_operators/microstructure/intraday_agg.py,672,"index.normalize",TIME_CLOCK,"c"])             joined["day"] = joined.index.normalize()             per_day = {}             for day, g"
cleaned_operators/microstructure/intraday_agg.py,763,"np.log",DOMAIN,"w = w[w > 0]     entropy = -float(np.sum(w * np.log(w)))     if normalize:         return entropy / math."
cleaned_operators/microstructure/intraday_agg.py,990,"index.normalize",TIME_CLOCK,"o"])             joined["day"] = joined.index.normalize()             per_day = {}             for day, g"
cleaned_operators/microstructure/intraday_agg.py,1016,"index.normalize",TIME_CLOCK,"ol = lim[inst]         days = close_col.index.normalize()         out[inst] = pd.Series(             lim_"
cleaned_operators/microstructure/intraday_agg.py,1088,"dropna",GAP_COMPRESSION,"e[inst], lim[inst]], axis=1, keys=["c", "l"]).dropna(subset=["c"])             joined["day"] = joined.ind"
cleaned_operators/microstructure/intraday_agg.py,1089,"index.normalize",TIME_CLOCK,"c"])             joined["day"] = joined.index.normalize()             per_day = {}             for day, g"
cleaned_operators/microstructure/intraday_agg.py,1128,"dropna",GAP_COMPRESSION,"e[inst], lim[inst]], axis=1, keys=["c", "l"]).dropna(subset=["c"])             joined["day"] = joined.ind"
cleaned_operators/microstructure/intraday_agg.py,1129,"index.normalize",TIME_CLOCK,"c"])             joined["day"] = joined.index.normalize()             per_day = {}             for day, g"
cleaned_operators/microstructure/intraday_agg.py,1188,"index.normalize",TIME_CLOCK,"l"])             joined["day"] = joined.index.normalize()             per_day = {}             for day, g"
cleaned_operators/microstructure/ops.py,115,"sum(x^2) risk",NUMERIC_STABILITY,"change(fill_method=None)             sq = ret.pow(2)             rolled = rolling_by_session(sq, w, "sum""
cleaned_operators/microstructure/ops.py,227,"astype(float)",UNKNOWN_TO_ZERO,"1)     ret_cnt = rolling_by_session(r.notna().astype(float), window, "sum", min_periods=1)     rolled_sum"
cleaned_operators/microstructure/ops.py,302,"sum(x^2) risk",NUMERIC_STABILITY,"ies(s))             rv = rolling_by_session(r.pow(2), w, "sum", min_periods=mp)             bv = _bipower"
cleaned_operators/microstructure/ops.py,304,"clip(lower=0)",UNDEFINED_TO_ZERO,"wer_bv(r, w, mp)             return (rv - bv).clip(lower=0.0)          if hasattr(close, "apply"):       "
cleaned_operators/microstructure/polars_microstructure.py,79,"sum(x^2) risk",NUMERIC_STABILITY,"ift(1) - 1.0             out_exprs.append(ret.pow(2).rolling_sum(w).sqrt().alias(c))         return close"
cleaned_operators/microstructure/polars_microstructure.py,226,"sum(x^2) risk",NUMERIC_STABILITY," close[c].shift(1) - 1.0             rv = ret.pow(2).rolling_sum(w)             bv = (ret.abs() * ret.abs"
cleaned_operators/microstructure/session.py,13,"index.normalize",TIME_CLOCK,"atetimeIndex):         return pd.Series(index.normalize(), index=index, dtype="datetime64[ns]")     retur"
cleaned_operators/microstructure/session.py,117,"astype(float)",UNKNOWN_TO_ZERO,"ice)     v = pd.Series(volume, index=p.index).astype(float)     if session is None:         pv = p * v   "
cleaned_operators/microstructure/session.py,120,"cumsum",NUMERIC_STABILITY,"is None:         pv = p * v         return pv.cumsum() / v.cumsum().replace(0, np.nan)      out = pd.Seri"
cleaned_operators/microstructure/session.py,120,"cumsum",NUMERIC_STABILITY,"    pv = p * v         return pv.cumsum() / v.cumsum().replace(0, np.nan)      out = pd.Series(np.nan, in"
cleaned_operators/microstructure/session.py,123,"dropna",GAP_COMPRESSION,"=p.index, dtype=float)     for key in session.dropna().unique():         mask = session == key         gp"
cleaned_operators/microstructure/session.py,128,"cumsum",NUMERIC_STABILITY,"  pv = gp * gv         out.loc[gp.index] = pv.cumsum() / gv.cumsum().replace(0, np.nan)     return out   "
cleaned_operators/microstructure/session.py,128,"cumsum",NUMERIC_STABILITY,"         out.loc[gp.index] = pv.cumsum() / gv.cumsum().replace(0, np.nan)     return out   def session_vw"
cleaned_operators/multifractal.py,154,"np.log",DOMAIN,"):             continue         log_t.append(np.log(float(lag)))         log_s.append(np.log(s))     if l"
cleaned_operators/multifractal.py,155,"np.log",DOMAIN,"end(np.log(float(lag)))         log_s.append(np.log(s))     if len(log_t) < _MIN_LAGS_FOR_FIT:         re"
cleaned_operators/multiscale_trend.py,170,"np.log",DOMAIN,"       continue             ls = np.asarray([np.log(float(s)) for s, _T in pairs], dtype=float)          "
cleaned_operators/nonlinear_dependence.py,190,"searchsorted",NEEDS_MANUAL_REVIEW,"ce(0.0, 1.0, bins + 1)[1:-1])     bucket = np.searchsorted(cuts, values, side="right")     return np.clip"
cleaned_operators/nonlinear_dependence.py,227,"np.log",DOMAIN,"l[0, j] > 0:                 mi += p[i, j] * np.log(p[i, j] / (p_row[i, 0] * p_col[0, j]))     if bias_co"
cleaned_operators/nonlinear_dependence.py,232,"np.log",DOMAIN," / (2.0 * n))     hx = -float(np.sum(p_row * np.log(np.where(p_row > 0, p_row, 1.0))))     hy = -float(np"
cleaned_operators/nonlinear_dependence.py,233,"np.log",DOMAIN,"_row, 1.0))))     hy = -float(np.sum(p_col * np.log(np.where(p_col > 0, p_col, 1.0))))     # A (near-)con"
cleaned_operators/ohlc_spread.py,133,"np.log",DOMAIN,"p.asarray(close, dtype=float) > 0.0)     o = np.log(np.asarray(open_, dtype=float))     h = np.log(np.asa"
cleaned_operators/ohlc_spread.py,134,"np.log",DOMAIN,".log(np.asarray(open_, dtype=float))     h = np.log(np.asarray(high, dtype=float))     l = np.log(np.asar"
cleaned_operators/ohlc_spread.py,135,"np.log",DOMAIN,"p.log(np.asarray(high, dtype=float))     l = np.log(np.asarray(low, dtype=float))     c = np.log(np.asarr"
cleaned_operators/ohlc_spread.py,136,"np.log",DOMAIN,"np.log(np.asarray(low, dtype=float))     c = np.log(np.asarray(close, dtype=float))     m = (h + l) / 2.0"
cleaned_operators/ohlc_spread.py,170,"np.nanmean",MISSING_TOPOLOGY,"ilter("ignore", RuntimeWarning)         pt = np.nanmean(tau)         po = np.nanmean(po1) + np.nanmean(po"
cleaned_operators/ohlc_spread.py,171,"np.nanmean",MISSING_TOPOLOGY,"g)         pt = np.nanmean(tau)         po = np.nanmean(po1) + np.nanmean(po2)         pc = np.nanmean(pc"
cleaned_operators/ohlc_spread.py,171,"np.nanmean",MISSING_TOPOLOGY,".nanmean(tau)         po = np.nanmean(po1) + np.nanmean(po2)         pc = np.nanmean(pc1) + np.nanmean(pc"
cleaned_operators/ohlc_spread.py,172,"np.nanmean",MISSING_TOPOLOGY,".nanmean(po1) + np.nanmean(po2)         pc = np.nanmean(pc1) + np.nanmean(pc2)         if np.nansum(tau) "
cleaned_operators/ohlc_spread.py,172,"np.nanmean",MISSING_TOPOLOGY,".nanmean(po2)         pc = np.nanmean(pc1) + np.nanmean(pc2)         if np.nansum(tau) < 2 or po == 0 or "
cleaned_operators/ohlc_spread.py,173,"np.nansum",MISSING_TOPOLOGY,"np.nanmean(pc1) + np.nanmean(pc2)         if np.nansum(tau) < 2 or po == 0 or pc == 0:             return"
cleaned_operators/ohlc_spread.py,177,"np.nansum",MISSING_TOPOLOGY,"tio=0 disables).         n_valid_pairs = int(np.nansum(tau))         n_pairs_total = nobs - 1         val"
cleaned_operators/ohlc_spread.py,182,"np.nanmean",MISSING_TOPOLOGY,"             return np.nan         d1 = r1 - np.nanmean(r1) / pt * tau         d3 = r3 - np.nanmean(r3) /"
cleaned_operators/ohlc_spread.py,183,"np.nanmean",MISSING_TOPOLOGY," np.nanmean(r1) / pt * tau         d3 = r3 - np.nanmean(r3) / pt * tau         d5 = r5 - np.nanmean(r5) /"
cleaned_operators/ohlc_spread.py,184,"np.nanmean",MISSING_TOPOLOGY," np.nanmean(r3) / pt * tau         d5 = r5 - np.nanmean(r5) / pt * tau         x1 = -4.0 / po * d1 * r2 +"
cleaned_operators/ohlc_spread.py,187,"np.nanmean",MISSING_TOPOLOGY,"* d1 * r5 + -4.0 / pc * d5 * r4         e1 = np.nanmean(x1)         e2 = np.nanmean(x2)         v1 = np.n"
cleaned_operators/ohlc_spread.py,188,"np.nanmean",MISSING_TOPOLOGY," r4         e1 = np.nanmean(x1)         e2 = np.nanmean(x2)         v1 = np.nanmean(x1**2) - e1**2       "
cleaned_operators/ohlc_spread.py,189,"np.nanmean",MISSING_TOPOLOGY,"x1)         e2 = np.nanmean(x2)         v1 = np.nanmean(x1**2) - e1**2         v2 = np.nanmean(x2**2) - e"
cleaned_operators/ohlc_spread.py,190,"np.nanmean",MISSING_TOPOLOGY," v1 = np.nanmean(x1**2) - e1**2         v2 = np.nanmean(x2**2) - e2**2      vt = v1 + v2     s2 = (v2 * e"
cleaned_operators/ohlc_spread.py,269,"np.nanmean",MISSING_TOPOLOGY,"ms.shape[0] else terms     mean_term = float(np.nanmean(terms))     if not np.isfinite(mean_term):       "
cleaned_operators/ohlc_spread.py,301,"np.log",DOMAIN,"):                 continue             cc = np.log(run[0])             eta = (np.log(run[1]) + np.log(ru"
cleaned_operators/ohlc_spread.py,302,"np.log",DOMAIN,"      cc = np.log(run[0])             eta = (np.log(run[1]) + np.log(run[2])) / 2.0             if not (n"
cleaned_operators/ohlc_spread.py,302,"np.log",DOMAIN,"(run[0])             eta = (np.log(run[1]) + np.log(run[2])) / 2.0             if not (np.all(np.isfinite"
cleaned_operators/operator_audits.py,55,"cumsum",NUMERIC_STABILITY,"n, freq="D")     return pd.DataFrame(100 + np.cumsum(rng.normal(0, 1, (n, cols)), axis=0),               "
cleaned_operators/operator_audits.py,474,"np.argsort",TIE_POLICY,"store the ORIGINAL column order,     # NOT ``np.argsort(order)``.  ``order`` is a permutation of column L"
cleaned_operators/operator_audits.py,1153,"np.argsort",TIE_POLICY,"rank_hash = "none"     else:         order = np.argsort(fin, kind="stable")         ranks = np.empty(fin."
cleaned_operators/operator_policy.py,167,"ffill",STATE_HISTORY,"    "rank",     "zscore",     "ts_std",     "ffill",     "ts_pct",     "winsorize", })  # Tier-2：双序列 / 截面"
cleaned_operators/operator_policy.py,497,"bfill",STATE_HISTORY,"nset[str] = frozenset(     {"Lead", "next", "bfill", "causal_bfill", "fillna_interpolate", "shuffle"} )  "
cleaned_operators/operator_policy.py,689,"bfill",STATE_HISTORY,"": "ts", "lag": -1, "pit_safe": False},     "bfill": {"scope": "elementwise", "pit_safe": False, "nan_pol"
cleaned_operators/operator_policy.py,691,"ffill",STATE_HISTORY,"e": False, "nan_policy": "ffill_only"},     "ffill": {"scope": "elementwise", "pit_safe": True, "nan_poli"
cleaned_operators/operator_spec.py,76,"bfill",STATE_HISTORY,""column", "literal", "col", "Lead", "next", "bfill", "causal_bfill", "fillna_interpolate", "shuffle"} )  "
cleaned_operators/operator_spec.py,81,"bfill",STATE_HISTORY,": frozenset[str] = frozenset(     {         "bfill",         "causal_bfill",         "fillna_interpolate""
cleaned_operators/operator_spec.py,110,"bfill",STATE_HISTORY,"actor canonicals.         "dropna",         "bfill",         "causal_bfill",         "fillna_interpolate""
cleaned_operators/overhaul/cleanup.py,51,"ffill",STATE_HISTORY,"um_rank": "expanding_rank",     "cum_last": "ffill", }  RECIPE_CANONICALS = frozenset({"current_ratio", ""
cleaned_operators/overhaul/daily.py,70,"astype(float)",UNKNOWN_TO_ZERO,"h = valid & condition.eq(1)     count = truth.astype(float).rolling(w, min_periods=1).sum()     valid_cou"
cleaned_operators/overhaul/daily.py,71,"astype(float)",UNKNOWN_TO_ZERO," min_periods=1).sum()     valid_count = valid.astype(float).rolling(w, min_periods=1).sum()     return co"
cleaned_operators/overhaul/daily.py,85,"astype(float)",UNKNOWN_TO_ZERO,"sked = x.where(selected)     count = selected.astype(float).rolling(w, min_periods=1).sum()     if op == "
cleaned_operators/overhaul/daily.py,278,"astype(float)",UNKNOWN_TO_ZERO,"eep")     valid_count = x.notna().sum(axis=1).astype(float)     rank01 = rank.sub(1).div((valid_count - 1"
cleaned_operators/overhaul/daily.py,282,"astype(float)",UNKNOWN_TO_ZERO,"  rank01.loc[single] = (x.loc[single].notna().astype(float) * 0.5).where(x.loc[single].notna())     retur"
cleaned_operators/overhaul/daily.py,315,"np.diff",GAP_COMPRESSION,"t be a non-empty 1D sequence")     if np.any(np.diff(b) <= 0):         raise ValueError("breaks must be s"
cleaned_operators/overhaul/daily.py,319,"searchsorted",NEEDS_MANUAL_REVIEW,"ll(x.shape, np.nan, dtype=float)     idx = np.searchsorted(b, arr, side="right") + 1.0     out = np.where"
cleaned_operators/overhaul/daily.py,348,"searchsorted",NEEDS_MANUAL_REVIEW,"continue             out[row, col] = float(np.searchsorted(breaks, val, side="right") + 1)     return fra"
cleaned_operators/overhaul/fundamental.py,202,"astype(float)",UNKNOWN_TO_ZERO,"quarter, period_id, 1)     q = fiscal_quarter.astype(float)     consecutive = ((previous_q == 4) & (q == "
cleaned_operators/polars_chip_tail.py,198,"np.argsort",TIE_POLICY,"         ss = sv[finite]             order = np.argsort(ss, kind="stable")             xs = xs[order]    "
cleaned_operators/polars_dynamics.py,99,"np.log",DOMAIN,"[0]     out = np.full(n, np.nan)     log_b = np.log(max(2, B))     for t in range(n):         k = res["st"
cleaned_operators/polars_dynamics.py,134,"np.log",DOMAIN," / s                 h = -float(np.sum(row * np.log(row)))                 out[t] = float(h / log_b)     "
cleaned_operators/polars_dynamics.py,143,"searchsorted",NEEDS_MANUAL_REVIEW,"      continue             i = int(np.clip(np.searchsorted(edges, i_val, side="left") - 1, 0, B - 1))    "
cleaned_operators/polars_dynamics.py,151,"np.log",DOMAIN,"and p > 0.0:                 out[t] = float(-np.log(p))         elif kind == "local_stability":          "
cleaned_operators/polars_dynamics.py,263,"np.argsort",TIE_POLICY,"        mag = np.abs(ev)             order = np.argsort(mag)[::-1]             second = float(mag[order[1"
cleaned_operators/polars_dynamics.py,277,"np.log",DOMAIN,"        continue             out[t] = float(-np.log(float(pi[k]) + _EPS))         elif kind == "equilibri"
cleaned_operators/polars_dynamics.py,339,"np.diff",GAP_COMPRESSION,"3:                 continue             dx = np.diff(c)             U = np.zeros(B)             for m in "
cleaned_operators/price_volume/candle_geometry_v2.py,109,"clip(lower=0)",UNDEFINED_TO_ZERO,"float)),index=low.index,columns=low.columns)).clip(lower=0)     union=pd.DataFrame(np.maximum(high.to_num"
cleaned_operators/price_volume/candle_pattern_engine_v2.py,184,"astype(float)",UNKNOWN_TO_ZERO,"umns)         return base.where(~mask, values.astype(float))      if p == "long_line":         return emi"
cleaned_operators/price_volume/candle_patterns_extended.py,26,"clip(lower=0)",UNDEFINED_TO_ZERO,"dy = body_signed.abs()     rng = (high - low).clip(lower=0.0)     upper_body = pd.DataFrame(np.maximum(op"
cleaned_operators/price_volume/candle_patterns_extended.py,120,"astype(float)",UNKNOWN_TO_ZERO,"pper <= 0.10*rng) & (rng > _min_tick(close))).astype(float)     return out.where(_validate_ohlc(open_, hi"
cleaned_operators/price_volume/candle_patterns_extended.py,126,"astype(float)",UNKNOWN_TO_ZERO,"ower <= 0.10*rng) & (rng > _min_tick(close))).astype(float)     return out.where(_validate_ohlc(open_, hi"
cleaned_operators/price_volume/candle_patterns_extended.py,136,"astype(float)",UNKNOWN_TO_ZERO,"g & downtrend.fillna(False)     out = pattern.astype(float)     return out.where(downtrend.notna()).where"
cleaned_operators/price_volume/candle_patterns_extended.py,148,"astype(float)",UNKNOWN_TO_ZERO,"ag & uptrend.fillna(False)     out = -pattern.astype(float)     return out.where(uptrend.notna()).where(_"
cleaned_operators/price_volume/candle_patterns_extended.py,161,"astype(float)",UNKNOWN_TO_ZERO,"rev_open) & (close < open_)     out = bullish.astype(float) - bearish.astype(float)     valid = _validate"
cleaned_operators/price_volume/candle_patterns_extended.py,161,"astype(float)",UNKNOWN_TO_ZERO,"n_)     out = bullish.astype(float) - bearish.astype(float)     valid = _validate_ohlc(open_, high, low, "
cleaned_operators/price_volume/candle_patterns_extended.py,168,"astype(float)",UNKNOWN_TO_ZERO,"rn base * _doji_mask(open_, high, low, close).astype(float)   def piercing(open_, high, low, close):     "
cleaned_operators/price_volume/candle_patterns_extended.py,179,"astype(float)",UNKNOWN_TO_ZERO,"_, high, low, close).shift(1)     return flag.astype(float).where(valid)   def dark_cloud(open_, high, lo"
cleaned_operators/price_volume/candle_patterns_extended.py,190,"astype(float)",UNKNOWN_TO_ZERO," high, low, close).shift(1)     return (-flag.astype(float)).where(valid)   def morning_star(open_, high,"
cleaned_operators/price_volume/candle_patterns_extended.py,210,"astype(float)",UNKNOWN_TO_ZERO,"h, low, close).shift(2)     )     return flag.astype(float).where(valid)   def evening_star(open_, high, "
cleaned_operators/price_volume/candle_patterns_extended.py,230,"astype(float)",UNKNOWN_TO_ZERO," low, close).shift(2)     )     return (-flag.astype(float)).where(valid)   def three_white_soldiers(open"
cleaned_operators/price_volume/candle_patterns_extended.py,252,"astype(float)",UNKNOWN_TO_ZERO," & rising & opens_inside & long_b & short_sh).astype(float)     valid = (         _validate_ohlc(open_, h"
cleaned_operators/price_volume/candle_patterns_extended.py,280,"astype(float)",UNKNOWN_TO_ZERO,"& falling & opens_inside & long_b & short_sh).astype(float)     valid = (         _validate_ohlc(open_, h"
cleaned_operators/price_volume/candle_patterns_extended.py,298,"astype(float)",UNKNOWN_TO_ZERO,"se < open_)     out = -(same_high & reversal).astype(float)     valid = _validate_ohlc(open_, high, low, "
cleaned_operators/price_volume/candle_patterns_extended.py,306,"astype(float)",UNKNOWN_TO_ZERO,"lose > open_)     out = (same_low & reversal).astype(float)     valid = _validate_ohlc(open_, high, low, "
