canonical,math_definition,reference_impl,semantic_hash,axis_semantics,sample_validity,missing_topology,current_row_requirement,tie_policy,ddof,quantile_interpolation,zero_denominator,zero_std,domain_policy,partial_window_policy,minimum_effective_sample,history_kind,history_formula,anchor_policy,parameter_binding_complete,hidden_kwargs,local_casts,sample_mask_policy,semantic_policy_disagreements,source_provenance,reference_smoke_pass,numba_native_pass,polars_native_pass,duckdb_native_pass,fallback_pass,native_used,fallback_used,prefix_invariance,chunk_invariance,column_permutation,metamorphic_properties,metamorphic_passed,math_defect,semantic_drift,fix_action,blockers
piotroski_observed_count,Piotroski 观测分量数（0..9），用于完整度诊断（#50）。输入语义=Return/Rate 型财务字段（round-3 item 30）。,pandas/numpy,344ffa86c426939ffc569f31066b969334328583b9524d12f13c13ecc151e3cf,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
piotroski_partial_score,"Piotroski 部分得分：passed / observed ∈ [0,1]，observed==0 时为 NaN（#50）。输入语义=Return/Rate 型财务字段（round-3 item 30）。",pandas/numpy,344ffa86c426939ffc569f31066b969334328583b9524d12f13c13ecc151e3cf,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
power,计算x的y次方（实数域策略：负数底数 & 非整数指数 → NaN，整数指数 → 实数）,pandas/numpy,14b8a702e77d2b218a097e1d129ac7a745654b63efb6fba3c6df809017011966,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
price_impact,Absolute return per dollar-volume price-impact proxy.,pandas/numpy,66cbe8d90e612354164c51b0849f527d0dd17d56d497073d176c6f10d005cbd3,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
price_spread_deviation,"相对窗口均值偏离: x / mean(x, d) - 1",pandas/numpy,5769de74e3086f6da76c2086c4e253428da1bfbe185b6fa4ea12d41733e59db0,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
price_turnover_divergence,Price momentum minus turnover momentum.,pandas/numpy,a526f2cac28a89ca129ec2d4cb060a4835157ca20b01c4fdd5d3e9f92763947b,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
price_volume_divergence,Price momentum minus volume momentum.,pandas/numpy,ffd20fb2b6a1745ccf8708e344cdbd221601c670648b7545e586f117b764000f,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
protected_div,支持 Series/标量双向广播的安全除法,pandas/numpy,1d6f97839ba73b97edb34263c603e045d6a4d3dd9db845c7056ceacb3ef22d50,panel,observed_roll,propagate,True,,1,linear,null,zero,,min_periods,,,,trailing_end,True,,default->float|epsilon->float,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
quarter_from_cumulative,strict cumulative-to-quarter conversion,pandas/numpy,14e3681ecf901e2edd846fde041269f22bec7353769a5eb4289fb193ff0361e3,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
range_volatility,Annualized volatility of normalized high-low range.,pandas/numpy,50b1d27839f4eb72b207187ca2864e1ae4443340bf58545b3956e663778fc43a,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
rank,截面 0-1 排名（单有效值 → 0.5；与 cs_rank_01 同实现）；pandas 百分位排名见 rank_pct,pandas/numpy,9cc9abb2a5a25c0e6ef9e5a1790bd8362e6d05d0b290f9abf45ab90a7af4a8c1,row_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,rank.strict_monotonic_invariance|rank.column_permutation_equivariance,,,,,
rank_corr,滚动窗口秩相关系数（d>0 时序窗口；d=0 截面模式已移除，跨股票秩相关用 cs_rank_corr）,pandas/numpy,4fe743dad634ef951412bdca9d956999dcbbaebdfe4aaaf9da345ad693f2845d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,translation_invariance|positive_scale_invariance|symmetry,,,,,
real_turnover_rate,真实流通盘换手率：volume / float_shares,pandas/numpy,06e4393e71ddb5138f9804c659b1e42f3943e7b3c7c355378da2492752effc84,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_category_share,value 占同类别总和的比例。,pandas/numpy,10937d8f94da06bb04f2553aed06bc8bb8e699a8fda2c9277035a7d2160a8df4,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
relation_concentration_acceleration,集中度二阶差分（加速度）。,pandas/numpy,04da08a6c586c33c06343e1d2e5ce0ad17557b21fd1cc57cf27a7c5fee75be2b,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,2 * window,trailing_end,True,,window->int,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relation_diffusion_score,组内均匀图扩散闭式解 mean + coeff·(x - mean)（无独立矩阵表达力）。,pandas/numpy,65fe734faf420ad6b51e964adf8a9fce3353b0ca9d850d52c1bed708605c2b93,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,alpha->float|steps->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relation_distinct_count,每个 instrument-day 快照中不同 entity_id 的数量。,pandas/numpy,aab34b03b2f1c0b6d6d9b071b442868b17e84f1525d9b415a9c2f90b5f45b248,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_distribution_excess_kurtosis,名次面板截面超额峰度 = Pearson 峰度 − 3（正态≈0；variadic：接收 4 个及以上关系面板列数组）。,pandas/numpy,b3e83575cf098f83d72959f9de4ee833771fb8744951f27d0410da62738e78df,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
relation_distribution_pearson_kurtosis,名次面板截面峰度（Pearson：E[(X-μ)⁴]/σ⁴，正态≈3；variadic：接收 4 个及以上关系面板列数组）。,pandas/numpy,22f6b81c8d5edbea963d87965c7c73595046c750e85dcf6df271c20141063503,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_distribution_skew,名次面板截面偏度（variadic：接收 3 个及以上关系面板列数组）。,pandas/numpy,8f698656317b02406fb34bb8213586925d0d820b426357f817cf79f1b9fc23e2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_entropy,名次面板持股分布归一化熵。,pandas/numpy,214fbdf2cef36780c9708321b88f4eda455e1d78f99cc2b452d1c56cf776cc4d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
relation_entropy_change,分布熵窗口变化。,pandas/numpy,eb0f82dcd32a88ebf408876513c0374af21153d22822d1b86ad18730754b30e1,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relation_entry_count,窗口内 0→1 进入次数。,pandas/numpy,472f263b34ea986a89d10f14ebaa9deca9386c80c2869d04f08e3c4169e1fbc1,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_exit_count,窗口内 1→0 退出次数。,pandas/numpy,37d90b7258c0e7bfeabc2d90c35164a912340fb63f11c7e9dbf63598abfce758,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_hhi,名次面板持股集中度 HHI（仅已披露前十大股东口径，非全体股东结构）。,pandas/numpy,12848182f80228e8625b5311878a9112a90923a3ad22a75f81eca19dac6fad0a,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_hhi_change,集中度 HHI 窗口变化。,pandas/numpy,65e797bcd523d9da63dabd694e6ead152045c40b8eef80da4519071c05d8d791,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relation_overlap_ratio,当前/上期实体集合的重叠比例（jaccard 或 overlap）。,pandas/numpy,25f6254c84ddc03944eee2e1a460ffc09447e6946ac4a20b61eb111a166e9c4d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_peer_weighted_mean_ex_self,组内除自身外其余成员的权重加权均值。,pandas/numpy,6eba16d376aa28bdba21979a3afd1ea25c61af19d1b4089fe68176f3d57b74f4,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
relation_rank_entity_mobility,实体匹配的名次值移动性：对跨期共同实体取 |Δvalue| 均值。,pandas/numpy,a8d265ad0ee88c543f1f54634e3761830a85a3776a532c653b3c2a173dd53f00,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_rank_mobility,名次槽位移动性（slot）：窗口内各名次槽绝对变化的均值；实体匹配见 relation_rank_entity_mobility。,pandas/numpy,6a9adca46a50ca78f82128386f044330d97a7802c972ee3386dbb9047abc4c07,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relation_rank_weighted_sum,逆名次加权持股均值。,pandas/numpy,79e1b731832c3bb6d64ec8b5ba7bd687c8c9d8cc0edeca7276b567037ac0ee9a,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
relation_share_mobility,份额面板平均绝对变化。,pandas/numpy,098d98022180b20f35e50764ae5eae881021d1068c84f90e1bad94e86ae45274,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relation_topk_concentration,前 k 名关系值占比（rank-slot：分子=Σ(s1..sk)；前 k 个名次槽任一缺失 ⇒ NaN；缺失名次不计入分母）。,pandas/numpy,bddad7ea8c5eeb3fda5c3d2bf6d12fa7bbe3a0e013349226781e47dbd180f07d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,k->int,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relation_topk_sum,前 K 名持股合计。,pandas/numpy,51e4df85ce45feb83a203ced7d6a948abf78853ba4051a7a2525181b5cc041c7,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
relation_weighted_change,"(value - delay(value,1)) * weight。",pandas/numpy,d69318d266d566802f56bb00dabd5248a9a26a00ef2c753b060ff0f0c6f3032c,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
relation_weighted_std_ex_self,"组内按各 peer 自身权重加权的排除自身 std(单 weight 输入, 非 w_ij relation weight)。",pandas/numpy,44910fb708430f76576f495c397d929c620884d33a8707373224b0e43ef189fd,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_peers->int,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
relative_volume,Current volume divided by prior-window average volume.,pandas/numpy,8743a6d2efeed71d3303fb105742e79cddd34846837b504d39ef0baa79c2a088,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
report_benford_js_divergence,"首位数字分布相对 Benford 的 JS 距离 [0,1]（数字分布异常，非造假概率）。",pandas/numpy,2b102a6142d5c9ed73b04cce5de1ac36b12e85533853c04c353315e377a5c504,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
report_change_breadth,"基本面变化广泛度: (上升字段数 - 下降字段数) / K, 每个字段按其自身报告历史 (change - median)/(1.4826·MAD) 居中标准化。",pandas/numpy,9710b2585d04bd12cfecf84f7f70fb631fb7b2ecc95d5feed2a981e07fd3aea2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
report_change_coherence,"基本面各维度变化方向一致性: 与主导符号一致的字段比例 [0,1]。",pandas/numpy,b1da3a0a21d79c6c7f9779867004e3f05dccf142cddcd10486ba02697ee78f3d,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
report_filing_delay_surprise,披露延迟稳健 z（相对公司历史延迟分布；window=过去披露事件数）。,pandas/numpy,3362cec79ad12801093216bcce1e449bd7a5a366272691b56f21f424f2023774,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
report_revision_magnitude,报表修订幅度 (x_new-x_old)/(|x_old|+scale)，须同 ReportPeriod + 显式修订事件。,pandas/numpy,b6ca1a9fd55e503884ba09f551956efe5be74acdb616c66d6b4c53ec4e85e4b4,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
report_rolling_mean,最近 K 个报告观测值的均值(非日频 ffill 的 ts_mean)。,pandas/numpy,c51755c6201327786207d71edf49c9d9de0241e6ad824782e1a51905d1ce9c37,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
report_yoy_lag,相同财政槽位的上一年度报告值(FiscalPeriodKey 同 slot 匹配，#180)。,pandas/numpy,13f4d7e9f757f47700aca4061f2f14aad7e3470d89c80f1b70f0cd1ba6ab69b0,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
residual_momentum_capm,CAPM 残差动量：窗口内回归残差之和,pandas/numpy,6fe4282154c94e34e76e63f13cbffcd411c203b774c5a3487d49ed08a6098b48,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
return_per_turnover,Return per unit turnover.,pandas/numpy,07ab300ea58fe6759945e5224215d841c4c9f840af1b72873dee9814371593c8,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
return_turnover_beta,Rolling beta of return to turnover growth.,pandas/numpy,f2e558e5561d14bb543391f0acb1ec83c67d73b9dd314eaa69a671b74353bbd6,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
return_volume_beta,Rolling beta of return to volume growth.,pandas/numpy,17faf988e0b39146c368b151f279f83a6b559549634383a24fc009ed22710b57,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
return_volume_corr,Rolling return-volume correlation.,pandas/numpy,35973f71f6d9fceb7e49b2c12e69b1e796e39fafc5df1271eaa740ef656c5145,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
revision_delta,change between visible revisions of the same fiscal period,pandas/numpy,06a2f61d48d129ab172c4344b461cc1c2c42859fb3bf5886cd3c97cfbd90ab77,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
rogers_satchell_vol,Annualized Rogers-Satchell OHLC volatility estimator.,pandas/numpy,130c89e129ca3d19773cba7c040d377316828a72e63bbb33bdacaa9bdfeeced9,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
roll_spread_proxy,Roll implied-spread proxy from negative first-order return covariance.,pandas/numpy,bea57dce5db450a521557633e82e3c101b6df306cdf88dd7daa2d31e191477fa,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
rolling_adl_flow,Bounded rolling accumulation/distribution money-flow over an explicit window (NOT the cumulative ADL).,pandas/numpy,056e6abfb0b45bc78be1bd5110c0f6c08258fbe38a3d19fbcca0e935d32999eb,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
rolling_beta_to_market,"[experimental] 滚动市场 Beta；请优先使用 rolling_beta(ret, benchmark, window)",pandas/numpy,21ff1ee5e2201bd126019b2a05d48d4a5d6ec393b44160cdf770454e0cc9f711,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
rolling_obv,Bounded-window OBV flow; avoids start-date dependence of cumulative OBV.,pandas/numpy,e614121ce4ab488ae7ebb3ec4be7e3ff43b09345553e84a877dfff6092114d03,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
rolling_pvt,Bounded-window price-volume-trend flow.,pandas/numpy,e614121ce4ab488ae7ebb3ec4be7e3ff43b09345553e84a877dfff6092114d03,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
rolling_vwap,Rolling volume-weighted average price.,pandas/numpy,5fcd368ddea8e37da607f79d2ac6f16a997f91ea9acba588f0b165a59d3def4c,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
round,四舍五入（保留 decimals 位小数）,pandas/numpy,027f0f968f8ff03a576465eba45209434142d0404f575f135ed6f4f32b2bd648,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
row_sum_skipna,finite row sum with explicit minimum valid count,pandas/numpy,76ff709a20794b4aeb4f1e192a74c219de192bff9b8681a62f10a2f1f1c51653,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
safe_div_null,finite safe division returning null for near-zero denominator,pandas/numpy,a4197aa4553443b2c9068ba190b073b17ad93dbeb92ef20ddfab17c3dc7808ed,panel,observed_roll,propagate,True,,1,linear,null,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
saturate,"限制x在[0, 1]范围内",pandas/numpy,b3369dcea957af9ba56bb5e82fbd66dc243dd26c7a79abf44b1308e03dec38cb,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
scale,缩放数据使sum(abs(x))=指定值（与c_scale相同）,pandas/numpy,50b82c5ae74d99599ad3db13b6aa3bdb74c4bfe17a606f135a1826e16fb9c6a1,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
sec,计算正割值 (1/cos),pandas/numpy,c4f6d448664178ae78ab135d5c7024314935f9c5d81e2a9d0d0feda7073ececf,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
session_event_recovery_score,日内事件冲击恢复得分 median τ/(H+1)（EOD 因子）。,pandas/numpy,419d85c0cd27a6b163e24743bb0e0726d8815d20777bcd7d87627a618326954a,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_events->int|refractory->int|residual_fraction->float,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
sigmoid,Sigmoid 映射,pandas/numpy,b623ab86a9e2c7f964349e6b8faf9fd9fecd9ca6fa2bf71794c14251491001c9,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
sign,返回符号：正数返回1，负数返回-1，零返回0,pandas/numpy,27b277a943a1ae87a73e451e6607aa001af7c092d3f288cbf393d371cdfb40a9,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
signed_dollar_volume,Dollar volume signed by return direction.,pandas/numpy,97d254bc666ed8bdaf4bf51ba9993cc03bc2765ba60e270296597252a7fc62e0,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
signed_log,符号对数：sign(x) * log(|x|),pandas/numpy,ce5c28b3a7420f7976bd6438aad36c8562bfda2281e2e47ad1c7f09fa58af2da,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
signed_power,符号保持幂：sign(x) * |x|^c,pandas/numpy,74194261a25901095b4597d667d915041442190ff3f2243bf2eb4ca8e1dbc7f8,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
signed_sqrt,保留符号开方: sign(x)*sqrt(|x|),pandas/numpy,c68ba5cfe96e06d36f9e2165fd9beffd5e809ac6b9d97c62234435e78e31e9f2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
signed_volume,Volume signed by return direction.,pandas/numpy,9ecfffe0124a437da4156e2142ccfa584e06c638b3b819d9636fe18041129ed2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
signed_volume_imbalance,Up-volume share minus down-volume share.,pandas/numpy,17faf988e0b39146c368b151f279f83a6b559549634383a24fc009ed22710b57,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
sin,计算正弦值（弧度）,pandas/numpy,6181753690de963a146f5939a18bab5448a63907ad49412a614ba293e49275ff,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
sin_phase,相位/循环位置正弦（输入须为 phase_radians / cyclic_position / normalized angular state）,pandas/numpy,6181753690de963a146f5939a18bab5448a63907ad49412a614ba293e49275ff,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
sinh,计算双曲正弦值,pandas/numpy,3d7ebca252a5fbc97f352becb4cb92c44941df1ccc84a0b27b040c955dbfef49,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
size_neutralize,"市值中性化（对 log(max(market_cap, 1)) 做截面回归残差）",pandas/numpy,f32624207356c567de42c244703a4d8c704dcf60bf83c54949010f8dcde92ac2,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
sqrt,计算平方根,pandas/numpy,dc53914802b785f307dad3d7087890d64812c3842287ba41966b54f2e04e78ff,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
sqrt_abs,返回sqrt(abs(x)),pandas/numpy,a8fd35216384068aa4f38f4b3b63aae9cf6598d1070cb1fceffb4ab6b9b2253b,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
square,返回x的平方,pandas/numpy,b1e792f0a3c45b43110e46c34964ac7f50f15ebe12adaf7cb010568e6775cb0a,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
state_deadband,"连续迟滞: 变化小于 band 不动, 超过部分才移动。",pandas/numpy,d50bae11ab37ec7e9aa9c06a127deaa9847406ed3cd438200929966dcbc4888f,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,isfinite,,inspect,,,,,,True,,,,,,,,,,
state_episode_efficiency,状态片段净位移与已行走路径之和的比值(路径效率)。,pandas/numpy,8b531672c9fd6ea18da3fb145dd5d7e073d9387b3d0f4598e083e335811ee5e3,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
state_episode_excursion_balance,状态片段内 MFE 与 MAE 的归一化平衡。,pandas/numpy,56b1106c7ad6b74e8fe47623be3adf123fd6d5f3ac77fbf88bfae1f309555751,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
state_episode_mae,状态片段内最大不利偏移(MAE)按入场 scale 归一。,pandas/numpy,4d191f9c4424b991f6acdc188e9d2271302a6c72585abd200ae6eb494f49e982,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
state_episode_mfe,状态片段内最大有利偏移(MFE)按入场 scale 归一。,pandas/numpy,6d334b3fb71e0ba46833c4bc4b3c812df171c86ef28cb045332b6e5af0d2b4e1,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
state_episode_retrace_ratio,状态片段内相对最大有利偏移的回撤比例。,pandas/numpy,529316b882831bf9776369e2f2ef1e06ccbdedcb1de5d5875c37d5b278381c38,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,
state_ewm_if,仅条件成立时更新的指数移动记忆。,pandas/numpy,7c350a550439231c5bb398e3c52046358126ad0068ce73d6e6d6872833588874,panel,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,half_life->float,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION
