factor_name,source,pool,domain,ic,rank_ic,source_formula,lqtp_formula,fe_formula,lqtp_notes,fe_notes
factor_volume_adjusted_price_range_ema,original,qualified,,0.021353007263999725,0.052195849597888186,raw = (high - low) * (volume / EMA_volume(20)); then EMA smoothed with span=8; gate scale 1.1 (high resvol) / 0.9 (low resvol); cs_rank post-transform.,raw = (high - low) * (volume / <EMA_volume(20)>); then EMA smoothed with span=8; gate scale 1.1 (high resvol) / 0.9 (low resvol); cs_rank post-transform.,raw = (high - low) * (volume / <EMA_volume(20)>); then EMA smoothed with span=8; gate scale 1.1 (high resvol) / 0.9 (low resvol); cs_rank post-transform.,Unconverted: ['EMA_volume'],Unconverted: ['EMA_volume']
factor_regime_vol_adaptive_trend_v4,original,qualified,,0.023414919123119757,0.027427778193292594,"if resvol_high: factor = mean(5, (close-open)/(high-low)) * vol_ratio; else: factor = ROC(10) * vol_ratio","if resvol_high: factor = ts_mean((close-open)/(high-low), 5) * vol_ratio; else: factor = ts_pct(10) * vol_ratio","if resvol_high: factor = ts_mean((close-open)/(high-low), 5) * vol_ratio; else: factor = ts_pct(10) * vol_ratio",,
factor_lagret_volratio_gated_smooth,original,qualified,,0.018602659065036692,0.02833492159642604,EMA_gated(lag_ret_5 * log(volume/EMA15(volume))) gated by resvol_high (smoothing span 5 or 10),EMA_gated(lag_ret_5 * log(volume/EMA15(volume))) gated by resvol_high (smoothing span 5 or 10),EMA_gated(lag_ret_5 * log(volume/EMA15(volume))) gated by resvol_high (smoothing span 5 or 10),"Unconverted: ['EMA15', 'EMA_gated', 'resvol_high']","Unconverted: ['EMA15', 'EMA_gated', 'resvol_high']"
factor_volume_adjusted_price_range_regime_v3,original,qualified,,0.02136889381514625,0.051567952571145735,"raw = (high - low) * (volume / EMA_volume(20)), smoothed with EMA(span=10); then scale by 1.1 when resvol_high > 0, else 0.9","raw = (high - low) * (volume / <EMA_volume(20)>), smoothed with ema(span=10); then scale by 1.1 when resvol_high > 0, else 0.9","raw = (high - low) * (volume / <EMA_volume(20)>), smoothed with ema(span=10); then scale by 1.1 when resvol_high > 0, else 0.9",Unconverted: ['EMA_volume'],Unconverted: ['EMA_volume']
factor_drawdown_nosmoothed_atr10,original,qualified,,0.021255220713542772,0.03989808282272499,drawdown = (regime_adaptive_trailing_high(40/60) - close) / regime_adaptive_trailing_high; atr = ATR(10); raw = drawdown / atr,drawdown = (regime_adaptive_trailing_high(40/60) - close) / regime_adaptive_trailing_high; atr = ts_atr(10); raw = drawdown / atr,drawdown = (regime_adaptive_trailing_high(40/60) - close) / regime_adaptive_trailing_high; atr = ATR(10); raw = drawdown / atr,Unconverted: ['regime_adaptive_trailing_high'],Unconverted: ['regime_adaptive_trailing_high']
factor_lag_response_vol_tool_adaptive,original,qualified,,0.022983801888417293,0.044393227508188915,"EMA5/10( (close/shift(close,5)-1) * log(classify_volume_regime(volume,30).vol_ratio) * (ATR20/close) ), conditional on resvol_high gate","EMA5/10( (close/delay(close, 5)-1) * log(classify_volume_regime(volume,30).vol_ratio) * (ATR20/close) ), conditional on resvol_high gate","EMA5/10( (close/ts_delay(close, 5)-1) * log(classify_volume_regime(volume,30).vol_ratio) * (ATR20/close) ), conditional on resvol_high gate",,
factor_drawdown_regime_adaptive_atr20,original,qualified,,0.020898784719694384,0.037658433382223716,"drawdown = (trailing_max(high,40 if resvol_high else 60) - close) / trailing_max(...); atr = ATR(20); factor = drawdown / atr","drawdown = (trailing_max(high,40 if resvol_high else 60) - close) / trailing_max(...); atr = ts_atr(20); factor = drawdown / atr","drawdown = (trailing_max(high,40 if resvol_high else 60) - close) / trailing_max(...); atr = ATR(20); factor = drawdown / atr",Unconverted: ['trailing_max'],Unconverted: ['trailing_max']
factor_volume_adjusted_price_range_ema_gated,original,qualified,,0.021553576718177418,0.05271535406025254,"smoothed = EMA((high-low) * (volume / EMA_volume(20)), 10); factor = smoothed * 1.2 if resvol_high else smoothed * 0.8","smoothed = ema(10, (high-low) * (volume / EMA_volume(20))); factor = smoothed * 1.2 if resvol_high else smoothed * 0.8","smoothed = ema(10, (high-low) * (volume / EMA_volume(20))); factor = smoothed * 1.2 if resvol_high else smoothed * 0.8",Unconverted: ['EMA_volume'],Unconverted: ['EMA_volume']
factor_volume_adjusted_price_range_regime_smoothed,original,qualified,,0.021553576718177418,0.05271535406025254,"raw = (high - low) * (volume / EMA_volume(20)); smoothed with EMA(10); then scale by 1.2 when resvol_high > 0, else 0.8; then cs_rank.","raw = (high - low) * (volume / <EMA_volume(20)>); smoothed with ema(10); then scale by 1.2 when resvol_high > 0, else 0.8; then cs_rank.","raw = (high - low) * (volume / <EMA_volume(20)>); smoothed with ema(10); then scale by 1.2 when resvol_high > 0, else 0.8; then cs_rank.",Unconverted: ['EMA_volume'],Unconverted: ['EMA_volume']
factor_volume_impact_elasticity_smooth,original,qualified,,0.01849242278243,0.042413808734656236,"Cov_40(return, log(volume)) / Var_40(log(volume)) when Var_40(log(volume)) > 1e-4, otherwise NaN","Cov_40(return, log(volume)) / Var_40(log(volume)) when Var_40(log(volume)) > 1e-4, otherwise NaN","Cov_40(return, log(volume)) / Var_40(log(volume)) when Var_40(log(volume)) > 1e-4, otherwise NaN","Unconverted: ['Cov_40', 'Var_40']","Unconverted: ['Cov_40', 'Var_40']"
factor_session_magnitude_imbalance_volume_weighted_42d,original,qualified,,0.026353096655407363,0.044978434819516216,"[(42-day downside session return magnitude - 42-day upside session return magnitude) / total 42-day session return magnitude] * [0.85 + 0.15 * clip(volume / EMA20(volume), 0, 2)]","[(42-day downside session return magnitude - 42-day upside session return magnitude) / total 42-day session return magnitude] * [0.85 + 0.15 * clip(volume / EMA20(volume), 0, 2)]","[(42-day downside session return magnitude - 42-day upside session return magnitude) / total 42-day session return magnitude] * [0.85 + 0.15 * clip(volume / EMA20(volume), 0, 2)]",Unconverted: ['EMA20'],Unconverted: ['EMA20']
factor_volume_adjusted_price_range_regime_smoothed_v2,original,qualified,,0.02126585766459548,0.05007725531287285,"raw = (high - low) * (volume / EMA_volume(20)); smoothed with EMA(15); scale by 1.1 when resvol_high > 0, else 0.9; then cs_rank.","raw = (high - low) * (volume / <EMA_volume(20)>); smoothed with ema(15); scale by 1.1 when resvol_high > 0, else 0.9; then cs_rank.","raw = (high - low) * (volume / <EMA_volume(20)>); smoothed with ema(15); scale by 1.1 when resvol_high > 0, else 0.9; then cs_rank.",Unconverted: ['EMA_volume'],Unconverted: ['EMA_volume']
factor_range_asym_log_vol,original,qualified,,0.014307643559566553,0.03405519439506336,ratio = log(avg_up_range / avg_down_range) over 20 days; factor = ratio * (vol_20_avg / rolling_max(vol_20_avg)),ratio = log(avg_up_range / avg_down_range) over 20 days; factor = ratio * (vol_20_avg / ts_max(vol_20_avg)),ratio = log(avg_up_range / avg_down_range) over 20 days; factor = ratio * (vol_20_avg / ts_max(vol_20_avg)),,
factor_lag_vol_volatility_adjusted_gate,original,qualified,,0.022523408181991902,0.04421754009758397,"raw = (close/shift(close,5)-1) * log(volume/EMA30(volume)) * (ATR20/close); factor = if high_resvol then EMA10(raw) else EMA5(raw)","raw = (close/delay(close, 5)-1) * log(volume/EMA30(volume)) * (ATR20/close); factor = if high_resvol then ema(10, raw) else ema(5, raw)","raw = (close/ts_delay(close, 5)-1) * log(volume/EMA30(volume)) * (ATR20/close); factor = if high_resvol then ema(10, raw) else ema(5, raw)",Unconverted: ['EMA30'],Unconverted: ['EMA30']
factor_volume_price_divergence_cross_mut,original,qualified,,0.018629639543945423,0.03685153814231231,tanh(-1 * (close - close_5d_ago) * (volume / 20d_ema_volume)),tanh(-1 * (close - close_5d_ago) * (volume / 20d_ema_volume)),tanh(-1 * (close - close_5d_ago) * (volume / 20d_ema_volume)),,
factor_path_efficiency_tail_filtered_smooth,original,qualified,,0.024032474559527908,0.034223246417648887,"[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip(max20(-r)^+ - max20(r^+), 0, 2) / max(mean20(|r|), 1e-6)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip(max20(-r)^+ - max20(r^+), 0, 2) / max(mean20(|r|), 1e-6)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip(max20(-r)^+ - max20(r^+), 0, 2) / flex_max(mean20(|r|), 1e-6)]","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['max20', 'mean20']","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['max20', 'mean20']"
factor_negative_skew_stress_gated,original,qualified,,0.01648716913137625,0.03295958471820172,"stress = -rolling_skew(returns, 40); factor = stress * (volume / rolling_mean(volume, 20)) * np.where(resvol_high, 1.2, 0.8)","stress = -ts_skew(40, returns); factor = stress * (volume / ts_mean(20, volume)) * np.where(resvol_high, 1.2, 0.8)","stress = -ts_skew(40, returns); factor = stress * (volume / ts_mean(20, volume)) * np.where(resvol_high, 1.2, 0.8)",,
factor_overnight_repricing_phase_leadership,original,qualified,,0.019298286420799452,0.03942154326055332,[sum_63(overnight_return) - sum_63(intraday_return)] / sum_63(|overnight_return| + |intraday_return|),"[ts_sum(63, overnight_return) - ts_sum(63, intraday_return)] / ts_sum(63, |overnight_return| + |intraday_return|)","[ts_sum(63, overnight_return) - ts_sum(63, intraday_return)] / ts_sum(63, |overnight_return| + |intraday_return|)",,
factor_drawdown_depth_atr_adaptive,original,qualified,,0.01891077317331134,0.0333834153955825,"depth = (close / rolling_max(close, 63) - 1) * -1; normalized = depth / rolling_mean(TR, 63); exp_ratio = rolling_mean(TR, 20) / rolling_mean(TR, 120); factor = normalized * clip(exp_ratio, 0.5, 2.0)","depth = (close / ts_max(63, close) - 1) * -1; normalized = depth / ts_mean(63, TR); exp_ratio = ts_mean(20, TR) / ts_mean(120, TR); factor = normalized * clip(exp_ratio, 0.5, 2.0)","depth = (close / ts_max(63, close) - 1) * -1; normalized = depth / ts_mean(63, TR); exp_ratio = ts_mean(20, TR) / ts_mean(120, TR); factor = normalized * clip(exp_ratio, 0.5, 2.0)",,
factor_smoothed_downside_variance_resilience,original,qualified,,0.021026822541680912,0.04244461886405701,"-EMA_5(sum_20[min(r_t,0)^2] / sum_20[r_t^2])","-ema(5, sum_20[min(r_t,0)^2] / sum_20[r_t^2])","-ema(5, sum_20[flex_min(r_t, 0)^2] / sum_20[r_t^2])",,
factor_downside_semivariance_smoothed,original,qualified,,0.021026822541680912,0.04244461886405701,"EMA_5(mean_20[min(r_t,0)^2] / mean_20[r_t^2])","ema(5, mean_20[min(r_t,0)^2] / mean_20[r_t^2])","ema(5, mean_20[flex_min(r_t, 0)^2] / mean_20[r_t^2])",,
factor_path_efficiency_tail_mean_smooth,original,qualified,,0.02411104683326375,0.03472358901856561,"[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip(mean20(-r)^+ - mean20(r^+), 0, 2) / max(mean20(|r|), 1e-6)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip(mean20(-r)^+ - mean20(r^+), 0, 2) / max(mean20(|r|), 1e-6)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip(mean20(-r)^+ - mean20(r^+), 0, 2) / flex_max(mean20(|r|), 1e-6)]","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['mean20']","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['mean20']"
factor_signed_path_efficiency_tail_balance,original,qualified,,0.02411104683326375,0.03472358901856561,"[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip((mean20((-r)^+) - mean20(r^+)) / max(mean20(|r|), 1e-6), 0, 2)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip((mean20((-r)^+) - mean20(r^+)) / max(mean20(|r|), 1e-6), 0, 2)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-63}) / sum_{63}|Delta C|| * [1 - 0.25 * clip((mean20((-r)^+) - mean20(r^+)) / flex_max(mean20(|r|), 1e-6), 0, 2)]","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['mean20']","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['mean20']"
factor_volume_adjusted_breakout_v3,original,qualified,,0.015676150992907607,0.032367131875731314,"sum_5( if(close > max_10(high).shift(1) and volume > mean_10(volume) and log(neg_std_20/pos_std_20) < median_20(...), (close/delay(close,5)-1) * (volume/mean_10(volume)), 0 ) )","ts_sum(5, if(close > max_10(high).delay(1) and volume > mean_10(volume) and log(neg_std_20/pos_std_20) < median_20(...), (close/delay(close,5)-1) * (volume/mean_10(volume)), 0 ))","ts_sum(5, if(close > max_10(high).ts_delay(1) and volume > mean_10(volume) and log(neg_std_20/pos_std_20) < median_20(...), (close/ts_delay(close, 5)-1) * (volume/mean_10(volume)), 0 ))","Unconverted: ['max_10', 'mean_10', 'median_20']","Unconverted: ['max_10', 'mean_10', 'median_20']"
factor_drawdown_depth_atr_gated,original,qualified,,0.02049074924788556,0.041651739316898424,"depth = -((close / rolling_max(close, 63) - 1)); normalized = depth / rolling_mean(true_range, 63); result = if high_resvol then normalized * 0.5 else normalized","depth = -((close / ts_max(63, close) - 1)); normalized = depth / ts_mean(63, true_range); result = if high_resvol then normalized * 0.5 else normalized","depth = -((close / ts_max(63, close) - 1)); normalized = depth / ts_mean(63, true_range); result = if high_resvol then normalized * 0.5 else normalized",,
factor_signed_path_efficiency_slow_cycle,original,qualified,,0.023745200225066456,0.034917558086982124,[(C_t - C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * |(C_t - C_{t-63}) / sum_{i=0}^{62}|Delta C_{t-i}||,[(C_t - C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * |(C_t - C_{t-63}) / sum_{i=0}^{62}|Delta C_{t-i}||,[(C_t - C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * |(C_t - C_{t-63}) / sum_{i=0}^{62}|Delta C_{t-i}||,,
factor_drawdown_atr_normalized_v2,original,qualified,,0.019318032979443876,0.03609891478455906,"(-(close - max(close,60)) / max(close,60)) / ATR(60)","(-(close - max(close,60)) / max(close,60)) / ts_atr(60)","(-(close - flex_max(close, 60)) / flex_max(close, 60)) / ATR(60)",,
factor_asym_vol_volume_confirmed,original,qualified,,0.020257076446376244,0.03863379616862827,"log(ts_std(neg_ret,20)/ts_std(pos_ret,20)) * (volume/ts_mean(volume,20)) smoothed with ewm(span=5)","log(ts_std(neg_ret,20)/ts_std(pos_ret,20)) * (volume/ts_mean(volume,20)) smoothed with ema(span=5)","log(ts_std(neg_ret,20)/ts_std(pos_ret,20)) * (volume/ts_mean(volume,20)) smoothed with ema(span=5)",,
factor_volume_adjusted_price_range,original,qualified,,0.020448748881846193,0.051124972129773856,SMA_5( (high-low) * (volume / EMA_10(volume)) ) * (1.2 if resvol_high else 0.8),"ts_mean(5, (high-low) * (volume / EMA_10(volume))) * (1.2 if resvol_high else 0.8)","ts_mean(5, (high-low) * (volume / EMA_10(volume))) * (1.2 if resvol_high else 0.8)",Unconverted: ['EMA_10'],Unconverted: ['EMA_10']
factor_signed_path_efficiency_confirmation_84,original,qualified,,0.023731755218560538,0.034472837863237044,"[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-84}) / sum_{84}|Delta C|| * [1 - 0.25 * clip((mean20((-r)^+) - mean20(r^+)) / max(mean20(|r|), 1e-6), 0, 2)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-84}) / sum_{84}|Delta C|| * [1 - 0.25 * clip((mean20((-r)^+) - mean20(r^+)) / max(mean20(|r|), 1e-6), 0, 2)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-84}) / sum_{84}|Delta C|| * [1 - 0.25 * clip((mean20((-r)^+) - mean20(r^+)) / flex_max(mean20(|r|), 1e-6), 0, 2)]","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['mean20']","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['mean20']"
factor_path_efficiency_tail_filtered,original,qualified,,0.02325570367219206,0.03385678738219906,"[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-42}) / sum_{42}|Delta C|| * [1 - 0.25 * clip(max20(-r)^+ - max20(r^+), 0, 2) / max(mean20(|r|), 1e-6)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-42}) / sum_{42}|Delta C|| * [1 - 0.25 * clip(max20(-r)^+ - max20(r^+), 0, 2) / max(mean20(|r|), 1e-6)]","[(C_t-C_{t-126}) / sum_{126}|Delta C|] * |(C_t-C_{t-42}) / sum_{42}|Delta C|| * [1 - 0.25 * clip(max20(-r)^+ - max20(r^+), 0, 2) / flex_max(mean20(|r|), 1e-6)]","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['max20', 'mean20']","Textual non-executable: C (close shorthand in text, not executable); Unconverted: ['max20', 'mean20']"
factor_volume_adjusted_breakout_v3,original,qualified,,0.0167420768066912,0.03401392001649302,"mean_5( if(close > max_10(high).shift(1), (close/delay(close,1)-1) * (volume/mean_10(volume)), 0 ) )","ts_mean(5, if(close > max_10(high).delay(1), (close/delay(close,1)-1) * (volume/mean_10(volume)), 0 ))","ts_mean(5, if(close > max_10(high).ts_delay(1), (close/ts_delay(close, 1)-1) * (volume/mean_10(volume)), 0 ))","Unconverted: ['max_10', 'mean_10']","Unconverted: ['max_10', 'mean_10']"
factor_signed_path_efficiency_cycle_smooth_confirm_63,original,qualified,,0.023465440101170902,0.03445832353143095,[(C_t-C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * mean_{3}(|(C_t-C_{t-63}) / sum_{i=0}^{62}|Delta C_{t-i}||),[(C_t-C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * mean_{3}(|(C_t-C_{t-63}) / sum_{i=0}^{62}|Delta C_{t-i}||),[(C_t-C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * mean_{3}(|(C_t-C_{t-63}) / sum_{i=0}^{62}|Delta C_{t-i}||),,
factor_drawdown_depth_atr,original,qualified,,0.01971443205882499,0.038643268875193,"depth = (close / rolling_max(close, 42) - 1) * -1; normalized = depth / ATR(21)","depth = (close / ts_max(42, close) - 1) * -1; normalized = depth / ts_atr(21)","depth = (close / ts_max(42, close) - 1) * -1; normalized = depth / ATR(21)",,
factor_herding_pressure,original,qualified,,0.014799536689397623,0.03201329412601074,"rank_corr(ret, vol_chg, 20) * rank(ema_imbalance / std_imbalance)","rank_corr(ret, vol_chg, 20) * cs_rank(ema_imbalance / std_imbalance)","rank_corr(ret, vol_chg, 20) * rank(ema_imbalance / std_imbalance)",Unconverted: ['rank_corr'],Unconverted: ['rank_corr']
factor_range_asym_vol_smooth,original,qualified,,0.01340080174588402,0.03319955310733521,ratio = (avg_up_range - avg_down_range) / (avg_up_range + avg_down_range) over 20 days; vol_weight = vol_20_avg / rolling_max(vol_20_avg); factor = ratio * vol_weight then 5-period EMA smoothing,ratio = (avg_up_range - avg_down_range) / (avg_up_range + avg_down_range) over 20 days; vol_weight = vol_20_avg / ts_max(vol_20_avg); factor = ratio * vol_weight then 5-period EMA smoothing,ratio = (avg_up_range - avg_down_range) / (avg_up_range + avg_down_range) over 20 days; vol_weight = vol_20_avg / ts_max(vol_20_avg); factor = ratio * vol_weight then 5-period EMA smoothing,,
factor_volume_state_transition_carry_smooth,original,qualified,,0.015843981924707255,0.04303008545342276,sum_{30}(transition_into_high_volume * close_return) / (1 + sum_{30}(transition_into_high_volume)),sum_{30}(transition_into_high_volume * close_return) / (1 + sum_{30}(transition_into_high_volume)),sum_{30}(transition_into_high_volume * close_return) / (1 + sum_{30}(transition_into_high_volume)),,
factor_downside_semivariance_ema8,original,qualified,,0.02023811119121664,0.041434968301668804,"EMA_8(mean_20[min(r_t,0)^2] / mean_20[r_t^2])","ema(8, mean_20[min(r_t,0)^2] / mean_20[r_t^2])","ema(8, mean_20[flex_min(r_t, 0)^2] / mean_20[r_t^2])",,
factor_downside_semivariance_resilience_ema8,original,qualified,,0.020238111191216636,0.041434968301668804,"-EMA_8(sum_20[min(r_t,0)^2] / sum_20[r_t^2])","-ema(8, sum_20[min(r_t,0)^2] / sum_20[r_t^2])","-ema(8, sum_20[flex_min(r_t, 0)^2] / sum_20[r_t^2])",,
factor_drawdown_depth_atr,original,qualified,,0.01937190852213268,0.036587033474525375,"depth = (close / rolling_max(close, 63) - 1) * -1; normalized = depth / rolling_mean(true_range, 63)","depth = (close / ts_max(63, close) - 1) * -1; normalized = depth / ts_mean(63, true_range)","depth = (close / ts_max(63, close) - 1) * -1; normalized = depth / ts_mean(63, true_range)",,
factor_volume_adjusted_price_range_ema,original,qualified,,0.01970275733007725,0.04745582754191746,"EMA( (high-low) * (volume / EMA(volume,10)), 10 )","ema(10, (high-low) * (volume / EMA(volume,10))))","ema(10, (high-low) * (volume / EMA(volume,10))))",,
factor_drawdown_atr_20_normalized,original,qualified,,0.019626913890536685,0.038575737837980024,"(-(close - max(close,60)) / max(close,60)) / ATR(20)","(-(close - max(close,60)) / max(close,60)) / ts_atr(20)","(-(close - flex_max(close, 60)) / flex_max(close, 60)) / ATR(20)",,
factor_drawdown_atr_normalized_20,original,qualified,,0.019626913890536685,0.038575737837980024,"-(close - max(close, 60)) / max(close, 60) / ATR(20)","-(close - max(close, 60)) / max(close, 60) / ts_atr(20)","-(close - flex_max(close, 60)) / flex_max(close, 60) / ATR(20)",,
factor_volume_adjusted_price_range_ema_gated,original,qualified,,0.019432028603543046,0.04644602330234089,"if style_gate_resvol_high: 0.9 * EMA( (high-low)*volume/EMA(volume,10), 10 ) else: EMA( (high-low)*volume/EMA(volume,10), 10 )","if style_gate_resvol_high: 0.9 * ema(10, (high-low)*volume/EMA(volume,10))) else: ema(10, (high-low)*volume/EMA(volume,10)))","if style_gate_resvol_high: 0.9 * ema(10, (high-low)*volume/EMA(volume,10))) else: ema(10, (high-low)*volume/EMA(volume,10)))",,
factor_signed_path_efficiency_cycle,original,qualified,,0.022739580954976996,0.03453226356880247,[(C_t - C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * |(C_t - C_{t-42}) / sum_{i=0}^{41}|Delta C_{t-i}||,[(C_t - C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * |(C_t - C_{t-42}) / sum_{i=0}^{41}|Delta C_{t-i}||,[(C_t - C_{t-126}) / sum_{i=0}^{125}|Delta C_{t-i}|] * |(C_t - C_{t-42}) / sum_{i=0}^{41}|Delta C_{t-i}||,,
factor_drawdown_depth_atr_simple,original,qualified,,0.01881981598565694,0.03548622226118923,"depth = (rolling_max(close,63) - close) / rolling_max(close,63); factor = depth / ATR(high, low, close, 63)","depth = (ts_max(63, close) - close) / ts_max(63, close); factor = depth / ts_atr(high, low, close, 63)","depth = (ts_max(63, close) - close) / ts_max(63, close); factor = depth / ATR(high, low, close, 63)",,
factor_drawdown_depth_atr,original,qualified,,0.01881981598565694,0.03548622226118923,"depth = (close / rolling_max(close, 63) - 1) * -1; normalized = depth / rolling_mean(TR, 63); factor = normalized","depth = (close / ts_max(63, close) - 1) * -1; normalized = depth / ts_mean(63, TR); factor = normalized","depth = (close / ts_max(63, close) - 1) * -1; normalized = depth / ts_mean(63, TR); factor = normalized",,
factor_drawdown_depth_atr_simple,original,qualified,,0.01881981598565694,0.03548622226118923,"depth = (rolling_max(close,63) - close) / rolling_max(close,63); normalized = depth / ATR(high,low,close,63)","depth = (ts_max(63, close) - close) / ts_max(63, close); normalized = depth / ts_atr(high, low, close, 63)","depth = (ts_max(63, close) - close) / ts_max(63, close); normalized = depth / ATR(high,low,close,63)",,
factor_herding_vol_gated_momentum,original,qualified,,0.010415839687394502,0.022289676076731185,"factor = ( (rank(ret,20)-0.5)*(rank(vol_chg,20)-0.5) / (1 + std(ret,20)) ) * (1 + 0.5*corr(ret,vol_chg,20)) * (1 + 0.5*zscore(ema(ret,20),40))","factor = ( (cs_rank(ret, 20)-0.5)*(cs_rank(vol_chg, 20)-0.5) / (1 + ts_std(20, ret)) ) * (1 + 0.5*ts_corr(vol_chg, ret, 20)) * (1 + 0.5*cs_zscore(ema(ret,20), 40))","factor = ( (rank(ret,20)-0.5)*(rank(vol_chg,20)-0.5) / (1 + ts_std(20, ret)) ) * (1 + 0.5*ts_corr(vol_chg, ret, 20)) * (1 + 0.5*zscore(ema(ret,20),40))",,
factor_volume_adjusted_price_range_gated,original,qualified,,0.019521330888029226,0.04816394056616767,"smoothed = rolling( (high-low) * (volume / EMA_volume(20)), 10); factor = smoothed * 1.1 if resvol_high else smoothed * 0.9","smoothed = <rolling>((high-low) * (volume / EMA_volume(20)), 10); factor = smoothed * 1.1 if resvol_high else smoothed * 0.9","smoothed = <rolling>((high-low) * (volume / EMA_volume(20)), 10); factor = smoothed * 1.1 if resvol_high else smoothed * 0.9",Unconverted: ['EMA_volume'],Unconverted: ['EMA_volume']
factor_negative_skew_volume_raw_smoothed,original,qualified,,0.01516173405688295,0.03200129244822186,"factor = EMA3( -rolling_skew(returns,30) * (volume / EMA20(volume)) )","factor = ema(3, -rolling_skew(returns,30) * (volume / EMA20(volume)))","factor = ema(3, -rolling_skew(returns,30) * (volume / EMA20(volume)))","Unconverted: ['EMA20', 'rolling_skew']","Unconverted: ['EMA20', 'rolling_skew']"
factor_volume_adjusted_price_range_regime,original,qualified,,0.01974003162082755,0.04940399170392055,"raw = (high - low) * (volume / EMA_volume(20)), smoothed over 10 days; then scale by 1.2 when resvol_high > 0, else 0.8","raw = (high - low) * (volume / <EMA_volume(20)>), smoothed over 10 days; then scale by 1.2 when resvol_high > 0, else 0.8","raw = (high - low) * (volume / <EMA_volume(20)>), smoothed over 10 days; then scale by 1.2 when resvol_high > 0, else 0.8",Unconverted: ['EMA_volume'],Unconverted: ['EMA_volume']
factor_smooth_asymmetry_persistence,original,qualified,,0.01784012410879515,0.04083499547106554,"EWMA(|r|, span=10) * (vol / MA(vol,20)) * (1 + EWMA(up_range,20) / (EWMA(down_range,20)+ε))","ema(span=10, |r|) * (vol / ts_mean(20, vol)) * (1 + ema(20, up_range) / (ema(20, down_range)+ε))","ema(span=10, |r|) * (vol / ts_mean(20, vol)) * (1 + ema(20, up_range) / (ema(20, down_range)+ε))",,
factor_vol_asym_confirmed_range_v2,original,qualified,,0.02067473172268245,0.043634520834947635,log(1+down_vol_60) - log(1+up_vol_60) * (volume / vol_ma40) * ((high - low) / typical_price),log(1+down_vol_60) - log(1+up_vol_60) * (volume / vol_ma40) * ((high - low) / typical_price),log(1+down_vol_60) - log(1+up_vol_60) * (volume / vol_ma40) * ((high - low) / typical_price),,
factor_volume_adaptive_momentum_smoothed_v3,original,qualified,,0.021005495247795013,0.04460804572661798,"factor = EMA( (close/shift(close,5)-1) * log(vol_ratio) , span=15)","factor = ema(span=15, (close/shift(close,5)-1) * log(vol_ratio)))","factor = ema(span=15, (close/shift(close,5)-1) * log(vol_ratio))=15)",,
